DS	TC	SGMT	NUM_TXN	TXN_SIZ	THRD_CT	TIME	ABRTS
SEGME	17	16	10000	3	2	15435052002	0
SEGME	18	16	10000	3	2	15448259902	1
SEGME	19	16	10000	3	2	102232	0
COMPA	01	16	10000	3	2	328833951	0
COMPA	02	16	10000	3	2	330046851	0
COMPA	03	16	10000	3	2	220806567	214
COMPA	04	16	10000	3	2	332778447	0
COMPA	05	16	10000	3	2	329205527	0
COMPA	06	16	10000	3	2	375379034	0
COMPA	07	16	10000	3	2	334493885	0
COMPA	08	16	10000	3	2	328653800	0
COMPA	09	16	10000	3	2	331901132	0
COMPA	10	16	10000	3	2	334785515	0
COMPA	11	16	10000	3	2	431457627	408
COMPA	12	16	10000	3	2	415446221	431
COMPA	13	16	10000	3	2	399368505	356
COMPA	14	16	10000	3	2	373998538	252
COMPA	15	16	10000	3	2	394317289	328
COMPA	16	16	10000	3	2	439118491	0
COMPA	17	16	10000	3	2	485361649	0
COMPA	18	16	10000	3	2	387358649	2422
COMPA	19	16	10000	3	2	115773	0
BOOST	01	16	10000	3	2	316470731	0
BOOST	02	16	10000	3	2	312069817	0
BOOST	03	16	10000	3	2	220110688	0
BOOST	04	16	10000	3	2	317284595	0
BOOST	05	16	10000	3	2	314662837	0
BOOST	06	16	10000	3	2	318980242	0
BOOST	07	16	10000	3	2	319760853	0
BOOST	08	16	10000	3	2	316464412	0
BOOST	09	16	10000	3	2	320112143	0
BOOST	10	16	10000	3	2	317452044	0
BOOST	11	16	10000	3	2	389869260	0
BOOST	12	16	10000	3	2	401122253	0
BOOST	13	16	10000	3	2	394423173	0
BOOST	14	16	10000	3	2	356920539	0
BOOST	15	16	10000	3	2	365663832	0
BOOST	16	16	10000	3	2	434036668	0
BOOST	17	16	10000	3	2	465003618	0
BOOST	18	16	10000	3	2	373650698	0
BOOST	19	16	10000	3	2	94230	0
STMVE	01	16	10000	3	2	11792362	0
STMVE	02	16	10000	3	2	10485345	0
STMVE	03	16	10000	3	2	11241051	3012
STMVE	04	16	10000	3	2	12332289	0
STMVE	05	16	10000	3	2	11869257	0
STMVE	06	16	10000	3	2	12614403	0
STMVE	07	16	10000	3	2	12480543	0
STMVE	08	16	10000	3	2	12779296	0
