DS	TC	SGMT	NUM_TXN	TXN_SIZ	THRD_CT	TIME	ABRTS
STMVE	18	16	10000	5	5	8594280	5478
STMVE	19	16	10000	5	5	254683	5
SEGME	01	16	10000	1	6	3546418	0
SEGME	02	16	10000	1	6	2886787	0
SEGME	03	16	10000	1	6	9338124346	2
SEGME	04	16	10000	1	6	4216128	6
SEGME	05	16	10000	1	6	3530439	1
SEGME	06	16	10000	1	6	3900887	3
SEGME	07	16	10000	1	6	3966118	4
SEGME	08	16	10000	1	6	3759202	0
SEGME	09	16	10000	1	6	4102205	7
SEGME	10	16	10000	1	6	3710339	7
SEGME	11	16	10000	1	6	9371039764	5
SEGME	12	16	10000	1	6	9346791767	2
SEGME	13	16	10000	1	6	9369987141	2
SEGME	14	16	10000	1	6	9357530422	1
SEGME	15	16	10000	1	6	9375960836	0
SEGME	16	16	10000	1	6	9324437184	4
SEGME	17	16	10000	1	6	9489537930	4
SEGME	18	16	10000	1	6	9379181500	7
SEGME	19	16	10000	1	6	189536	0
COMPA	01	16	10000	1	6	37442044	0
COMPA	02	16	10000	1	6	36362591	0
COMPA	03	16	10000	1	6	49483621	0
COMPA	04	16	10000	1	6	38604798	3
COMPA	05	16	10000	1	6	38909259	2
COMPA	06	16	10000	1	6	37077825	6
COMPA	07	16	10000	1	6	37695827	2
COMPA	08	16	10000	1	6	33771039	5
COMPA	09	16	10000	1	6	34781173	5
COMPA	10	16	10000	1	6	36411764	3
COMPA	11	16	10000	1	6	54485970	0
COMPA	12	16	10000	1	6	66034992	0
COMPA	13	16	10000	1	6	70319716	1
COMPA	14	16	10000	1	6	41998813	0
COMPA	15	16	10000	1	6	46268956	0
COMPA	16	16	10000	1	6	126001675	0
COMPA	17	16	10000	1	6	125519653	0
COMPA	18	16	10000	1	6	123469105	1
COMPA	19	16	10000	1	6	190224	0
BOOST	01	16	10000	1	6	53233918	0
BOOST	02	16	10000	1	6	49938056	0
BOOST	03	16	10000	1	6	60014049	0
BOOST	04	16	10000	1	6	48285591	0
BOOST	05	16	10000	1	6	50020865	0
BOOST	06	16	10000	1	6	51969160	0
BOOST	07	16	10000	1	6	49003286	0
BOOST	08	16	10000	1	6	49134056	0
BOOST	09	16	10000	1	6	52259400	0
BOOST	10	16	10000	1	6	49955109	0
BOOST	11	16	10000	1	6	68281011	0
BOOST	12	16	10000	1	6	73662560	0
BOOST	13	16	10000	1	6	77209709	0
BOOST	14	16	10000	1	6	53774888	0
BOOST	15	16	10000	1	6	64297513	0
BOOST	16	16	10000	1	6	120955342	0
BOOST	17	16	10000	1	6	118626594	0
BOOST	18	16	10000	1	6	108329610	0
BOOST	19	16	10000	1	6	258584	0
STMVE	01	16	10000	1	6	1029283	0
STMVE	02	16	10000	1	6	985969	0
STMVE	03	16	10000	1	6	7265493	1711
STMVE	04	16	10000	1	6	936806	5
STMVE	05	16	10000	1	6	1629214	0
STMVE	06	16	10000	1	6	1550874	4
STMVE	07	16	10000	1	6	1765826	8
STMVE	08	16	10000	1	6	1586231	2
STMVE	09	16	10000	1	6	1466929	3
STMVE	10	16	10000	1	6	1520600	2
STMVE	11	16	10000	1	6	6731300	0
STMVE	12	16	10000	1	6	8143481	0
STMVE	13	16	10000	1	6	7172871	0
STMVE	14	16	10000	1	6	5598035	0
STMVE	15	16	10000	1	6	6309084	0
STMVE	16	16	10000	1	6	7758492	0
STMVE	17	16	10000	1	6	7800274	0
STMVE	18	16	10000	1	6	7514001	0
STMVE	19	16	10000	1	6	280458	6
SEGME	01	16	10000	2	6	4466751	1
SEGME	02	16	10000	2	6	3194358	1
SEGME	03	16	10000	2	6	9365600228	6
SEGME	04	16	10000	2	6	7508231	10
SEGME	05	16	10000	2	6	6255066	6
SEGME	06	16	10000	2	6	7102878	9
SEGME	07	16	10000	2	6	7273766	6
SEGME	08	16	10000	2	6	6842497	11
SEGME	09	16	10000	2	6	7249183	8
SEGME	10	16	10000	2	6	6655772	7
SEGME	11	16	10000	2	6	9353897841	35
SEGME	12	16	10000	2	6	9351356493	36
SEGME	13	16	10000	2	6	9370111545	34
SEGME	14	16	10000	2	6	9380332768	2
SEGME	15	16	10000	2	6	9347812002	35
SEGME	16	16	10000	2	6	9512227046	3
SEGME	17	16	10000	2	6	9338511808	4
SEGME	18	16	10000	2	6	9369004876	1
SEGME	19	16	10000	2	6	219696	0
COMPA	01	16	10000	2	6	63880204	1
COMPA	02	16	10000	2	6	67011418	1
COMPA	03	16	10000	2	6	83120569	217
COMPA	04	16	10000	2	6	64924308	11
COMPA	05	16	10000	2	6	72743243	9
COMPA	06	16	10000	2	6	65987095	8
COMPA	07	16	10000	2	6	65848788	4
COMPA	08	16	10000	2	6	65544782	8
COMPA	09	16	10000	2	6	66272827	10
COMPA	10	16	10000	2	6	66885853	7
COMPA	11	16	10000	2	6	140429178	781
COMPA	12	16	10000	2	6	153957096	678
COMPA	13	16	10000	2	6	159855255	557
COMPA	14	16	10000	2	6	97820737	478
COMPA	15	16	10000	2	6	116410049	621
COMPA	16	16	10000	2	6	208286190	0
COMPA	17	16	10000	2	6	223157415	0
COMPA	18	16	10000	2	6	220099226	139
COMPA	19	16	10000	2	6	323479	0
BOOST	01	16	10000	2	6	82514924	0
BOOST	02	16	10000	2	6	86135970	0
BOOST	03	16	10000	2	6	89888945	0
BOOST	04	16	10000	2	6	86280397	0
BOOST	05	16	10000	2	6	86343192	0
BOOST	06	16	10000	2	6	83926732	0
BOOST	07	16	10000	2	6	86522824	0
BOOST	08	16	10000	2	6	86678978	0
BOOST	09	16	10000	2	6	81664562	0
BOOST	10	16	10000	2	6	86238226	0
BOOST	11	16	10000	2	6	138594347	0
BOOST	12	16	10000	2	6	140851124	0
BOOST	13	16	10000	2	6	140985421	0
BOOST	14	16	10000	2	6	135894257	0
BOOST	15	16	10000	2	6	133327210	0
BOOST	16	16	10000	2	6	150121992	0
BOOST	17	16	10000	2	6	161332083	0
BOOST	18	16	10000	2	6	156397961	0
BOOST	19	16	10000	2	6	359807	0
STMVE	01	16	10000	2	6	988443	0
STMVE	02	16	10000	2	6	1671381	0
STMVE	03	16	10000	2	6	7975554	2410
STMVE	04	16	10000	2	6	967163	8
STMVE	05	16	10000	2	6	2588727	9
STMVE	06	16	10000	2	6	2349829	8
STMVE	07	16	10000	2	6	2509399	4
STMVE	08	16	10000	2	6	2763000	5
STMVE	09	16	10000	2	6	2372911	6
STMVE	10	16	10000	2	6	2513822	6
STMVE	11	16	10000	2	6	9977243	0
STMVE	12	16	10000	2	6	9035691	0
STMVE	13	16	10000	2	6	10458236	0
STMVE	14	16	10000	2	6	8875794	0
STMVE	15	16	10000	2	6	8436254	0
STMVE	16	16	10000	2	6	8963755	0
STMVE	17	16	10000	2	6	9363931	0
STMVE	18	16	10000	2	6	8856953	3
STMVE	19	16	10000	2	6	309950	6
SEGME	01	16	10000	3	6	5548571	2
SEGME	02	16	10000	3	6	3619676	2
SEGME	03	16	10000	3	6	9499980133	29
SEGME	04	16	10000	3	6	11423625	12
SEGME	05	16	10000	3	6	9837414	11
SEGME	06	16	10000	3	6	10925023	15
SEGME	07	16	10000	3	6	11122292	10
SEGME	08	16	10000	3	6	10494370	14
SEGME	09	16	10000	3	6	11322073	9
SEGME	10	16	10000	3	6	10466783	12
SEGME	11	16	10000	3	6	9348215952	69
SEGME	12	16	10000	3	6	9371416182	62
SEGME	13	16	10000	3	6	9347897889	51
SEGME	14	16	10000	3	6	9377351269	47
SEGME	15	16	10000	3	6	9332965402	61
SEGME	16	16	10000	3	6	9368823085	1
SEGME	17	16	10000	3	6	9359387798	1
SEGME	18	16	10000	3	6	9367942158	3
SEGME	19	16	10000	3	6	203969	0
COMPA	01	16	10000	3	6	97073948	2
COMPA	02	16	10000	3	6	94324423	2
COMPA	03	16	10000	3	6	125599303	471
COMPA	04	16	10000	3	6	95341760	16
COMPA	05	16	10000	3	6	95295914	13
COMPA	06	16	10000	3	6	96715799	14
COMPA	07	16	10000	3	6	93667326	8
COMPA	08	16	10000	3	6	91817799	8
COMPA	09	16	10000	3	6	94278857	11
COMPA	10	16	10000	3	6	96098889	13
COMPA	11	16	10000	3	6	257142419	1164
COMPA	12	16	10000	3	6	258676165	980
COMPA	13	16	10000	3	6	244880337	789
COMPA	14	16	10000	3	6	181957677	873
COMPA	15	16	10000	3	6	217991764	1052
COMPA	16	16	10000	3	6	276809922	0
COMPA	17	16	10000	3	6	322415007	0
COMPA	18	16	10000	3	6	260025406	2568
COMPA	19	16	10000	3	6	329377	0
BOOST	01	16	10000	3	6	113234953	0
BOOST	02	16	10000	3	6	113829621	0
BOOST	03	16	10000	3	6	118090194	0
BOOST	04	16	10000	3	6	119384787	0
BOOST	05	16	10000	3	6	121458959	0
BOOST	06	16	10000	3	6	115210419	0
BOOST	07	16	10000	3	6	110297901	0
BOOST	08	16	10000	3	6	120085969	0
BOOST	09	16	10000	3	6	115330914	0
BOOST	10	16	10000	3	6	108787104	0
BOOST	11	16	10000	3	6	205528240	0
BOOST	12	16	10000	3	6	197885426	0
BOOST	13	16	10000	3	6	189842416	0
BOOST	14	16	10000	3	6	200487230	0
BOOST	15	16	10000	3	6	201106466	0
BOOST	16	16	10000	3	6	185121909	0
BOOST	17	16	10000	3	6	202458589	0
BOOST	18	16	10000	3	6	160829137	0
BOOST	19	16	10000	3	6	240723	0
STMVE	01	16	10000	3	6	1139953	1
STMVE	02	16	10000	3	6	1117237	1
STMVE	03	16	10000	3	6	8772824	2887
STMVE	04	16	10000	3	6	1006786	8
STMVE	05	16	10000	3	6	3237242	8
STMVE	06	16	10000	3	6	3333454	6
STMVE	07	16	10000	3	6	3185781	9
STMVE	08	16	10000	3	6	3341591	9
STMVE	09	16	10000	3	6	2880922	11
STMVE	10	16	10000	3	6	3192735	8
STMVE	11	16	10000	3	6	10488311	0
STMVE	12	16	10000	3	6	11937723	0
STMVE	13	16	10000	3	6	12020587	0
STMVE	14	16	10000	3	6	9382205	0
STMVE	15	16	10000	3	6	10041034	0
STMVE	16	16	10000	3	6	11524926	0
STMVE	17	16	10000	3	6	10325789	0
STMVE	18	16	10000	3	6	8879334	2662
STMVE	19	16	10000	3	6	281906	6
SEGME	01	16	10000	4	6	6641748	3
SEGME	02	16	10000	4	6	4108096	3
SEGME	03	16	10000	4	6	9357528304	50
SEGME	04	16	10000	4	6	14143663	12
SEGME	05	16	10000	4	6	12717668	20
SEGME	06	16	10000	4	6	14265199	17
SEGME	07	16	10000	4	6	13629558	18
SEGME	08	16	10000	4	6	13440817	17
SEGME	09	16	10000	4	6	14226728	22
SEGME	10	16	10000	4	6	13936736	13
SEGME	11	16	10000	4	6	9374962248	72
SEGME	12	16	10000	4	6	9370076812	71
SEGME	13	16	10000	4	6	9373889145	33
SEGME	14	16	10000	4	6	9336492811	75
SEGME	15	16	10000	4	6	9481366185	58
SEGME	16	16	10000	4	6	9358573351	1
SEGME	17	16	10000	4	6	9331125836	1
SEGME	18	16	10000	4	6	9383643442	1
SEGME	19	16	10000	4	6	283315	0
COMPA	01	16	10000	4	6	124192320	3
COMPA	02	16	10000	4	6	127989475	3
COMPA	03	16	10000	4	6	168090384	625
COMPA	04	16	10000	4	6	121545632	18
COMPA	05	16	10000	4	6	121446323	15
COMPA	06	16	10000	4	6	126571372	11
COMPA	07	16	10000	4	6	123774063	15
COMPA	08	16	10000	4	6	124777077	13
COMPA	09	16	10000	4	6	123101222	20
COMPA	10	16	10000	4	6	124036774	15
COMPA	11	16	10000	4	6	367358839	1393
COMPA	12	16	10000	4	6	361905323	1090
COMPA	13	16	10000	4	6	331158330	878
COMPA	14	16	10000	4	6	300481427	1203
COMPA	15	16	10000	4	6	350782991	1349
COMPA	16	16	10000	4	6	333762685	0
COMPA	17	16	10000	4	6	416580893	0
COMPA	18	16	10000	4	6	253330672	4083
COMPA	19	16	10000	4	6	294663	0
BOOST	01	16	10000	4	6	148194905	0
BOOST	02	16	10000	4	6	139826950	0
BOOST	03	16	10000	4	6	143759790	0
BOOST	04	16	10000	4	6	144266705	0
BOOST	05	16	10000	4	6	145755697	0
BOOST	06	16	10000	4	6	146199361	0
BOOST	07	16	10000	4	6	151193907	0
BOOST	08	16	10000	4	6	143453132	0
BOOST	09	16	10000	4	6	151689789	0
BOOST	10	16	10000	4	6	147120418	0
BOOST	11	16	10000	4	6	262446370	0
BOOST	12	16	10000	4	6	244841024	0
BOOST	13	16	10000	4	6	232335229	0
BOOST	14	16	10000	4	6	265793186	0
BOOST	15	16	10000	4	6	269902153	0
BOOST	16	16	10000	4	6	205949595	0
BOOST	17	16	10000	4	6	238102003	0
BOOST	18	16	10000	4	6	153498326	0
BOOST	19	16	10000	4	6	352499	0
STMVE	01	16	10000	4	6	1049840	2
STMVE	02	16	10000	4	6	1271245	2
STMVE	03	16	10000	4	6	9191691	3487
STMVE	04	16	10000	4	6	1065867	10
STMVE	05	16	10000	4	6	4147620	15
STMVE	06	16	10000	4	6	4168138	8
STMVE	07	16	10000	4	6	3647099	11
STMVE	08	16	10000	4	6	4179542	13
STMVE	09	16	10000	4	6	3736872	11
STMVE	10	16	10000	4	6	3733786	9
STMVE	11	16	10000	4	6	13553884	0
STMVE	12	16	10000	4	6	13600244	0
STMVE	13	16	10000	4	6	13555980	0
STMVE	14	16	10000	4	6	12500526	0
STMVE	15	16	10000	4	6	12620393	0
STMVE	16	16	10000	4	6	10918012	0
STMVE	17	16	10000	4	6	12228682	0
STMVE	18	16	10000	4	6	10209620	4288
STMVE	19	16	10000	4	6	316632	6
SEGME	01	16	10000	5	6	7611824	4
SEGME	02	16	10000	5	6	4541029	4
SEGME	03	16	10000	5	6	9358106978	47
SEGME	04	16	10000	5	6	17991275	17
SEGME	05	16	10000	5	6	16458285	34
SEGME	06	16	10000	5	6	17616294	19
SEGME	07	16	10000	5	6	17212709	17
SEGME	08	16	10000	5	6	17360545	17
SEGME	09	16	10000	5	6	17863714	21
SEGME	10	16	10000	5	6	16129679	22
SEGME	11	16	10000	5	6	9521896510	79
SEGME	12	16	10000	5	6	9337210978	60
SEGME	13	16	10000	5	6	9374764876	53
SEGME	14	16	10000	5	6	9369666541	61
SEGME	15	16	10000	5	6	9401590750	30
SEGME	16	16	10000	5	6	9324148847	2
SEGME	17	16	10000	5	6	9481826126	0
SEGME	18	16	10000	5	6	9371089464	4
SEGME	19	16	10000	5	6	175595	0
COMPA	01	16	10000	5	6	158385285	4
COMPA	02	16	10000	5	6	152668913	4
COMPA	03	16	10000	5	6	202177170	693
COMPA	04	16	10000	5	6	149308354	22
COMPA	05	16	10000	5	6	152174447	16
COMPA	06	16	10000	5	6	150240840	21
COMPA	07	16	10000	5	6	150784030	19
COMPA	08	16	10000	5	6	146786622	17
COMPA	09	16	10000	5	6	152353064	14
COMPA	10	16	10000	5	6	153345630	17
COMPA	11	16	10000	5	6	491816654	1568
COMPA	12	16	10000	5	6	450005424	1199
COMPA	13	16	10000	5	6	420628437	911
COMPA	14	16	10000	5	6	406320845	1403
COMPA	15	16	10000	5	6	471821347	1524
COMPA	16	16	10000	5	6	401237331	0
COMPA	17	16	10000	5	6	509928060	0
COMPA	18	16	10000	5	6	279598887	5110
COMPA	19	16	10000	5	6	216422	0
BOOST	01	16	10000	5	6	172930377	0
BOOST	02	16	10000	5	6	176039340	0
BOOST	03	16	10000	5	6	168719462	0
BOOST	04	16	10000	5	6	170508805	0
BOOST	05	16	10000	5	6	180923802	0
BOOST	06	16	10000	5	6	173524461	0
BOOST	07	16	10000	5	6	175764845	0
BOOST	08	16	10000	5	6	187514132	0
BOOST	09	16	10000	5	6	178173903	0
BOOST	10	16	10000	5	6	182452510	0
BOOST	11	16	10000	5	6	326355785	0
BOOST	12	16	10000	5	6	295141373	0
BOOST	13	16	10000	5	6	278887319	0
BOOST	14	16	10000	5	6	337082867	0
BOOST	15	16	10000	5	6	339318588	0
BOOST	16	16	10000	5	6	237436730	0
BOOST	17	16	10000	5	6	267306058	0
BOOST	18	16	10000	5	6	155333987	0
BOOST	19	16	10000	5	6	247360	0
STMVE	01	16	10000	5	6	1175839	3
STMVE	02	16	10000	5	6	1152032	3
STMVE	03	16	10000	5	6	10829756	4021
STMVE	04	16	10000	5	6	1057082	25
STMVE	05	16	10000	5	6	4313926	15
STMVE	06	16	10000	5	6	4787821	14
STMVE	07	16	10000	5	6	4469448	16
STMVE	08	16	10000	5	6	4908103	20
STMVE	09	16	10000	5	6	4014894	19
STMVE	10	16	10000	5	6	4750719	12
STMVE	11	16	10000	5	6	13720043	0
STMVE	12	16	10000	5	6	14941518	0
STMVE	13	16	10000	5	6	13666103	0
STMVE	14	16	10000	5	6	12664486	0
STMVE	15	16	10000	5	6	14049594	0
STMVE	16	16	10000	5	6	13044814	0
STMVE	17	16	10000	5	6	13272294	0
STMVE	18	16	10000	5	6	10029430	5528
STMVE	19	16	10000	5	6	304787	6
SEGME	01	16	10000	1	7	3302450	0
SEGME	02	16	10000	1	7	2751950	0
SEGME	03	16	10000	1	7	9506665695	5
SEGME	04	16	10000	1	7	3922958	3
SEGME	05	16	10000	1	7	3290146	4
SEGME	06	16	10000	1	7	3558265	6
SEGME	07	16	10000	1	7	3705579	7
SEGME	08	16	10000	1	7	3573663	6
SEGME	09	16	10000	1	7	3803524	3
SEGME	10	16	10000	1	7	3412554	0
SEGME	11	16	10000	1	7	9516179143	1
SEGME	12	16	10000	1	7	9517138334	3
SEGME	13	16	10000	1	7	9529699388	1
SEGME	14	16	10000	1	7	9545128871	0
SEGME	15	16	10000	1	7	9536617498	0
SEGME	16	16	10000	1	7	9679205064	3
SEGME	17	16	10000	1	7	9528185835	4
SEGME	18	16	10000	1	7	9543088431	3
SEGME	19	16	10000	1	7	227359	0
COMPA	01	16	10000	1	7	38815925	0
COMPA	02	16	10000	1	7	41465629	0
COMPA	03	16	10000	1	7	58776095	0
COMPA	04	16	10000	1	7	37470895	2
COMPA	05	16	10000	1	7	35411051	4
COMPA	06	16	10000	1	7	41696275	4
COMPA	07	16	10000	1	7	38853185	6
COMPA	08	16	10000	1	7	39267907	2
COMPA	09	16	10000	1	7	39700580	3
COMPA	10	16	10000	1	7	38493375	1
COMPA	11	16	10000	1	7	65550041	1
COMPA	12	16	10000	1	7	78675379	0
COMPA	13	16	10000	1	7	85883383	1
COMPA	14	16	10000	1	7	52140422	0
COMPA	15	16	10000	1	7	48901718	0
COMPA	16	16	10000	1	7	148275067	1
COMPA	17	16	10000	1	7	152168897	0
COMPA	18	16	10000	1	7	159828669	0
COMPA	19	16	10000	1	7	197075	0
BOOST	01	16	10000	1	7	53818273	0
BOOST	02	16	10000	1	7	54006509	0
BOOST	03	16	10000	1	7	60784280	0
BOOST	04	16	10000	1	7	52543825	0
BOOST	05	16	10000	1	7	52851880	0
BOOST	06	16	10000	1	7	53135987	0
BOOST	07	16	10000	1	7	50687013	0
BOOST	08	16	10000	1	7	53268005	0
BOOST	09	16	10000	1	7	52384797	0
BOOST	10	16	10000	1	7	53889925	0
BOOST	11	16	10000	1	7	69680994	0
BOOST	12	16	10000	1	7	73935715	0
BOOST	13	16	10000	1	7	77828251	0
BOOST	14	16	10000	1	7	58477377	0
BOOST	15	16	10000	1	7	66165802	0
BOOST	16	16	10000	1	7	113335336	0
BOOST	17	16	10000	1	7	115940237	0
BOOST	18	16	10000	1	7	119872776	0
BOOST	19	16	10000	1	7	281306	0
STMVE	01	16	10000	1	7	1161853	0
STMVE	02	16	10000	1	7	950649	0
STMVE	03	16	10000	1	7	7244986	1702
STMVE	04	16	10000	1	7	1223876	5
STMVE	05	16	10000	1	7	2383641	4
STMVE	06	16	10000	1	7	1913983	3
STMVE	07	16	10000	1	7	1640987	1
STMVE	08	16	10000	1	7	1733438	3
STMVE	09	16	10000	1	7	1591768	3
STMVE	10	16	10000	1	7	1896702	5
STMVE	11	16	10000	1	7	8125488	0
STMVE	12	16	10000	1	7	7626291	0
STMVE	13	16	10000	1	7	8663023	0
STMVE	14	16	10000	1	7	6057561	0
STMVE	15	16	10000	1	7	6535693	0
STMVE	16	16	10000	1	7	8678800	0
STMVE	17	16	10000	1	7	8454689	0
STMVE	18	16	10000	1	7	8594968	0
STMVE	19	16	10000	1	7	329965	7
SEGME	01	16	10000	2	7	4347474	1
SEGME	02	16	10000	2	7	3037658	1
SEGME	03	16	10000	2	7	9520857970	13
SEGME	04	16	10000	2	7	6864573	7
SEGME	05	16	10000	2	7	5673716	12
SEGME	06	16	10000	2	7	6431581	5
SEGME	07	16	10000	2	7	6663766	8
SEGME	08	16	10000	2	7	6261529	9
SEGME	09	16	10000	2	7	6640087	8
SEGME	10	16	10000	2	7	6037162	10
SEGME	11	16	10000	2	7	9681099161	43
SEGME	12	16	10000	2	7	9545219007	54
SEGME	13	16	10000	2	7	9552804460	31
SEGME	14	16	10000	2	7	9555518375	13
SEGME	15	16	10000	2	7	9641626918	40
SEGME	16	16	10000	2	7	9547120697	2
SEGME	17	16	10000	2	7	9556606599	2
SEGME	18	16	10000	2	7	9500760591	3
SEGME	19	16	10000	2	7	254419	0
COMPA	01	16	10000	2	7	69834821	1
COMPA	02	16	10000	2	7	72161044	1
COMPA	03	16	10000	2	7	104702965	280
COMPA	04	16	10000	2	7	71103838	7
COMPA	05	16	10000	2	7	68654016	7
COMPA	06	16	10000	2	7	71252468	13
COMPA	07	16	10000	2	7	71147244	12
COMPA	08	16	10000	2	7	68853251	11
COMPA	09	16	10000	2	7	73300251	8
COMPA	10	16	10000	2	7	72365587	4
COMPA	11	16	10000	2	7	172828761	767
COMPA	12	16	10000	2	7	196877740	651
COMPA	13	16	10000	2	7	187726177	578
COMPA	14	16	10000	2	7	114862540	539
COMPA	15	16	10000	2	7	136711285	623
COMPA	16	16	10000	2	7	259184647	0
COMPA	17	16	10000	2	7	270992031	0
COMPA	18	16	10000	2	7	276146878	102
COMPA	19	16	10000	2	7	310586	0
BOOST	01	16	10000	2	7	89490370	0
BOOST	02	16	10000	2	7	86671639	0
BOOST	03	16	10000	2	7	89772310	0
BOOST	04	16	10000	2	7	87593746	0
BOOST	05	16	10000	2	7	95349016	0
BOOST	06	16	10000	2	7	94001964	0
BOOST	07	16	10000	2	7	94692452	0
BOOST	08	16	10000	2	7	92773607	0
BOOST	09	16	10000	2	7	86123853	0
BOOST	10	16	10000	2	7	89444203	0
BOOST	11	16	10000	2	7	140023662	0
BOOST	12	16	10000	2	7	141851920	0
BOOST	13	16	10000	2	7	139551690	0
BOOST	14	16	10000	2	7	132976249	0
BOOST	15	16	10000	2	7	134297167	0
BOOST	16	16	10000	2	7	149553877	0
BOOST	17	16	10000	2	7	168177198	0
BOOST	18	16	10000	2	7	160729870	0
BOOST	19	16	10000	2	7	440436	0
STMVE	01	16	10000	2	7	1105515	0
STMVE	02	16	10000	2	7	1107035	0
STMVE	03	16	10000	2	7	9455500	2354
STMVE	04	16	10000	2	7	1071599	10
STMVE	05	16	10000	2	7	2719758	5
STMVE	06	16	10000	2	7	2846835	4
STMVE	07	16	10000	2	7	2503947	6
STMVE	08	16	10000	2	7	3132067	7
STMVE	09	16	10000	2	7	2693210	10
STMVE	10	16	10000	2	7	2490723	3
STMVE	11	16	10000	2	7	9395631	0
STMVE	12	16	10000	2	7	10798663	0
STMVE	13	16	10000	2	7	10554214	0
STMVE	14	16	10000	2	7	8306547	0
STMVE	15	16	10000	2	7	9798903	0
STMVE	16	16	10000	2	7	9908534	0
STMVE	17	16	10000	2	7	9884714	0
STMVE	18	16	10000	2	7	9558044	32
STMVE	19	16	10000	2	7	346476	7
SEGME	01	16	10000	3	7	5245948	2
SEGME	02	16	10000	3	7	3440490	2
SEGME	03	16	10000	3	7	9532641123	55
SEGME	04	16	10000	3	7	10328192	17
SEGME	05	16	10000	3	7	8826001	9
SEGME	06	16	10000	3	7	9807340	13
SEGME	07	16	10000	3	7	10006146	18
SEGME	08	16	10000	3	7	9535386	7
SEGME	09	16	10000	3	7	10025527	17
SEGME	10	16	10000	3	7	9509456	13
SEGME	11	16	10000	3	7	9692650442	82
SEGME	12	16	10000	3	7	9538673841	60
SEGME	13	16	10000	3	7	9530144105	77
SEGME	14	16	10000	3	7	9530609238	57
SEGME	15	16	10000	3	7	9532704658	90
SEGME	16	16	10000	3	7	9518349151	4
SEGME	17	16	10000	3	7	9582086263	2
SEGME	18	16	10000	3	7	9508243268	3
SEGME	19	16	10000	3	7	210760	0
COMPA	01	16	10000	3	7	99696901	2
COMPA	02	16	10000	3	7	98482291	2
COMPA	03	16	10000	3	7	152209502	440
COMPA	04	16	10000	3	7	100714477	17
COMPA	05	16	10000	3	7	100245616	15
COMPA	06	16	10000	3	7	100166382	7
COMPA	07	16	10000	3	7	100695197	13
COMPA	08	16	10000	3	7	103578663	10
COMPA	09	16	10000	3	7	101986572	17
COMPA	10	16	10000	3	7	103057149	10
COMPA	11	16	10000	3	7	309060762	1225
COMPA	12	16	10000	3	7	310468054	1020
COMPA	13	16	10000	3	7	310093782	831
COMPA	14	16	10000	3	7	228167479	964
COMPA	15	16	10000	3	7	257991068	1153
COMPA	16	16	10000	3	7	348592061	0
COMPA	17	16	10000	3	7	391044738	1
COMPA	18	16	10000	3	7	318796844	2480
COMPA	19	16	10000	3	7	238874	0
BOOST	01	16	10000	3	7	114311431	0
BOOST	02	16	10000	3	7	118541801	0
BOOST	03	16	10000	3	7	118818004	0
BOOST	04	16	10000	3	7	117539462	0
BOOST	05	16	10000	3	7	122271819	0
BOOST	06	16	10000	3	7	130204129	0
BOOST	07	16	10000	3	7	113708965	0
BOOST	08	16	10000	3	7	122318347	0
BOOST	09	16	10000	3	7	122141957	0
BOOST	10	16	10000	3	7	123651368	0
BOOST	11	16	10000	3	7	205630486	0
BOOST	12	16	10000	3	7	198942383	0
BOOST	13	16	10000	3	7	196222211	0
BOOST	14	16	10000	3	7	200772008	0
BOOST	15	16	10000	3	7	202102695	0
BOOST	16	16	10000	3	7	189302500	0
BOOST	17	16	10000	3	7	207268174	0
BOOST	18	16	10000	3	7	157701563	0
BOOST	19	16	10000	3	7	410371	0
STMVE	01	16	10000	3	7	1062058	1
STMVE	02	16	10000	3	7	1106709	1
STMVE	03	16	10000	3	7	9450906	3031
STMVE	04	16	10000	3	7	960800	5
STMVE	05	16	10000	3	7	3296371	6
STMVE	06	16	10000	3	7	3659917	13
STMVE	07	16	10000	3	7	2811700	7
STMVE	08	16	10000	3	7	3558599	11
STMVE	09	16	10000	3	7	3166740	8
STMVE	10	16	10000	3	7	3736284	11
STMVE	11	16	10000	3	7	11730746	0
STMVE	12	16	10000	3	7	11490245	0
STMVE	13	16	10000	3	7	12131629	0
STMVE	14	16	10000	3	7	10937491	0
STMVE	15	16	10000	3	7	11288651	0
STMVE	16	16	10000	3	7	11277228	0
STMVE	17	16	10000	3	7	10986005	0
STMVE	18	16	10000	3	7	9263571	2665
STMVE	19	16	10000	3	7	313617	7
SEGME	01	16	10000	4	7	6243996	3
SEGME	02	16	10000	4	7	3890349	3
SEGME	03	16	10000	4	7	9537801781	47
SEGME	04	16	10000	4	7	13076006	14
SEGME	05	16	10000	4	7	11394312	15
SEGME	06	16	10000	4	7	12914474	22
SEGME	07	16	10000	4	7	13338542	10
SEGME	08	16	10000	4	7	12655754	18
SEGME	09	16	10000	4	7	12921453	20
SEGME	10	16	10000	4	7	11852243	22
SEGME	11	16	10000	4	7	9680888814	88
SEGME	12	16	10000	4	7	9560761560	67
SEGME	13	16	10000	4	7	9570633667	78
SEGME	14	16	10000	4	7	9558994703	66
SEGME	15	16	10000	4	7	9567086005	76
SEGME	16	16	10000	4	7	9699370032	3
SEGME	17	16	10000	4	7	9553483313	2
SEGME	18	16	10000	4	7	9527272357	1
SEGME	19	16	10000	4	7	242062	0
COMPA	01	16	10000	4	7	128886266	3
COMPA	02	16	10000	4	7	139080288	3
