DS	TESTCASE	SGMT_SIZE	NUM_TXN	TXN_SIZE	THRD_CNT	TIME	ABORTS	SYSTEM	THRUPUT	RELATIVE
SEGME	14	16	10000	1	6	9357530422	1	INTEL	1068.6580271745122	0.0014350350353581785
SEGME	15	16	10000	1	6	9375960836	0	INTEL	1066.5573560849289	0.001361562001302711
SEGME	16	16	10000	1	6	9324437184	4	INTEL	1072.4507873954271	0.001421280956532207
SEGME	17	16	10000	1	6	9489537930	4	INTEL	1053.7920891159765	0.0012406450226391582
SEGME	18	16	10000	1	6	9379181500	7	INTEL	1066.191116996723	0.0013321310606901038
SEGME	19	16	10000	1	6	189536	0	INTEL	52760425.46007091	0.3211790899881817
COMPA	1	16	10000	1	6	37442044	0	INTEL	267079.4361547142	1.1818072485572635
COMPA	2	16	10000	1	6	36362591	0	INTEL	275007.9057897717	1.093225562501858
COMPA	3	16	10000	1	6	49483621	0	INTEL	202087.07038638098	0.36301476401656213
COMPA	4	16	10000	1	6	38604798	3	INTEL	259035.1593084362	0.6301487188198731
COMPA	5	16	10000	1	6	38909259	2	INTEL	257008.23549479572	1.0611708128391755
COMPA	6	16	10000	1	6	37077825	6	INTEL	269702.98284756456	0.6777111656360642
COMPA	7	16	10000	1	6	37695827	2	INTEL	265281.35329143994	1.1660598134642333
COMPA	8	16	10000	1	6	33771039	5	INTEL	296111.7068385133	1.2921890854468527
COMPA	9	16	10000	1	6	34781173	5	INTEL	287511.86741171725	1.2227414526818863
COMPA	10	16	10000	1	6	36411764	3	INTEL	274636.5158249405	0.6518195877574071
COMPA	11	16	10000	1	6	54485970	0	INTEL	183533.4857762466	0.7291419607653126
COMPA	12	16	10000	1	6	66034992	0	INTEL	151434.86350388292	0.5800832837232721
COMPA	13	16	10000	1	6	70319716	1	INTEL	142207.62780099965	0.5158792876808547
COMPA	14	16	10000	1	6	41998813	0	INTEL	238101.96731036186	0.545990716451915
COMPA	15	16	10000	1	6	46268956	0	INTEL	216127.6342608638	0.4624704953360088
COMPA	16	16	10000	1	6	126001675	0	INTEL	79364.02432745438	0.3369086879202201
COMPA	17	16	10000	1	6	125519653	0	INTEL	79668.7989569251	0.17852941323857865
COMPA	18	16	10000	1	6	123469105	1	INTEL	80991.92101538276	0.3510795919351647
COMPA	19	16	10000	1	6	190224	0	INTEL	52569602.1532509	0.35422975018925057
BOOST	1	16	10000	1	6	53233918	0	INTEL	187850.15974214033	0.7389026484956451
BOOST	2	16	10000	1	6	49938056	0	INTEL	200248.08334549508	0.4276753384232658
BOOST	3	16	10000	1	6	60014049	0	INTEL	166627.65080223134	0.5945796125170625
BOOST	4	16	10000	1	6	48285591	0	INTEL	207101.12049783132	0.46415391291368885
BOOST	5	16	10000	1	6	50020865	0	INTEL	199916.5748133304	0.8789516934583199
BOOST	6	16	10000	1	6	51969160	0	INTEL	192421.81324462433	0.8209037051974671
BOOST	7	16	10000	1	6	49003286	0	INTEL	204067.9476066156	0.4341258665796412
BOOST	8	16	10000	1	6	49134056	0	INTEL	203524.82196869724	0.8559747031671882
BOOST	9	16	10000	1	6	52259400	0	INTEL	191353.13455569715	0.8359584113097357
BOOST	10	16	10000	1	6	49955109	0	INTEL	200179.72536102362	0.42033734727713234
BOOST	11	16	10000	1	6	68281011	0	INTEL	146453.6018659712	0.2845149290481361
BOOST	12	16	10000	1	6	73662560	0	INTEL	135754.17416934736	0.24994924151427808
BOOST	13	16	10000	1	6	77209709	0	INTEL	129517.39009921666	0.236698936399307
BOOST	14	16	10000	1	6	53774888	0	INTEL	185960.4059054479	0.7538417002374789
BOOST	15	16	10000	1	6	64297513	0	INTEL	155527.01081922094	0.6180627857254758
BOOST	16	16	10000	1	6	120955342	0	INTEL	82675.14137573188	0.32473990276510484
BOOST	17	16	10000	1	6	118626594	0	INTEL	84298.12964199242	0.18374308209506546
BOOST	18	16	10000	1	6	108329610	0	INTEL	92310.86496111266	0.37056114205525154
BOOST	19	16	10000	1	6	258584	0	INTEL	38672152.95609937	0.554628283265786
STMVE	1	16	10000	1	6	1029283	0	INTEL	9715500.984666025	3.311238988694072
STMVE	2	16	10000	1	6	985969	0	INTEL	10142306.705383232	3.360079272269209
STMVE	3	16	10000	1	6	7265493	1711	INTEL	1376369.0915399685	0.5043707288686398
STMVE	4	16	10000	1	6	936806	5	INTEL	10674568.694051918	3.6508412627587785
STMVE	5	16	10000	1	6	1629214	0	INTEL	6137929.0872776685	2.049394984329867
STMVE	6	16	10000	1	6	1550874	4	INTEL	6447977.076151899	2.312412226912051
STMVE	7	16	10000	1	6	1765826	8	INTEL	5663072.1260192115	1.9727294761771543
STMVE	8	16	10000	1	6	1586231	2	INTEL	6304252.028865909	2.2683020316713014
STMVE	9	16	10000	1	6	1466929	3	INTEL	6816962.511478061	2.3822148174860542
STMVE	10	16	10000	1	6	1520600	2	INTEL	6576351.440220965	2.305537287912666
STMVE	11	16	10000	1	6	6731300	0	INTEL	1485597.1357687223	0.5466954377311961
STMVE	12	16	10000	1	6	8143481	0	INTEL	1227976.0952349494	0.43859094163785733
STMVE	13	16	10000	1	6	7172871	0	INTEL	1394141.8993872886	0.5067616579191233
STMVE	14	16	10000	1	6	5598035	0	INTEL	1786341.100046713	0.6545855822623474
STMVE	15	16	10000	1	6	6309084	0	INTEL	1585016.1449744527	0.5795112254013419
STMVE	16	16	10000	1	6	7758492	0	INTEL	1288910.267613861	0.45351197114078357
STMVE	17	16	10000	1	6	7800274	0	INTEL	1282006.2474728453	0.4365641514644229
STMVE	18	16	10000	1	6	7514001	0	INTEL	1330848.9045982293	0.46384649136991063
STMVE	19	16	10000	1	6	280458	6	INTEL	35655962.74665012	0.5284855486382988
SEGME	1	16	10000	2	6	4466751	1	INTEL	4477527.401908008	3.280441197640074
SEGME	2	16	10000	2	6	3194358	1	INTEL	6261038.994376961	3.560586509088837
SEGME	3	16	10000	2	6	9365600228	6	INTEL	2135.4744504475766	0.0014597353791727526
SEGME	4	16	10000	2	6	7508231	10	INTEL	2663743.2971894443	3.2356780178979574
SEGME	5	16	10000	2	6	6255066	6	INTEL	3197408.308721283	3.578109807314583
SEGME	6	16	10000	2	6	7102878	9	INTEL	2815760.0341720637	3.5097795569626844
SEGME	7	16	10000	2	6	7273766	6	INTEL	2749607.287339186	3.54057361757307
SEGME	8	16	10000	2	6	6842497	11	INTEL	2922909.5752617796	3.4496183191603884
SEGME	9	16	10000	2	6	7249183	8	INTEL	2758931.592704999	3.429914929723805
SEGME	10	16	10000	2	6	6655772	7	INTEL	3004910.6249432825	3.4179228194715807
SEGME	11	16	10000	2	6	9353897841	35	INTEL	2138.1460798444914	0.0022637208958160146
SEGME	12	16	10000	2	6	9351356493	36	INTEL	2138.727147764187	0.001895431535870547
SEGME	13	16	10000	2	6	9370111545	34	INTEL	2134.4463087712365	0.0018034075601818247
SEGME	14	16	10000	2	6	9380332768	2	INTEL	2132.12052223007	0.0024006651530339394
SEGME	15	16	10000	2	6	9347812002	35	INTEL	2139.5381074973398	0.0024684643845065634
SEGME	16	16	10000	2	6	9512227046	3	INTEL	2102.557046134662	0.0014910998162059642
SEGME	17	16	10000	2	6	9338511808	4	INTEL	2141.6688666460377	0.0013539744083386183
SEGME	18	16	10000	2	6	9369004876	1	INTEL	2134.6984300576855	0.0015514683995132975
SEGME	19	16	10000	2	6	219696	0	INTEL	91034884.56776637	0.3050533464423567
COMPA	1	16	10000	2	6	63880204	1	INTEL	313086.03836017806	0.6960335161108753
COMPA	2	16	10000	2	6	67011418	1	INTEL	298456.6003363785	0.9542459913324024
COMPA	3	16	10000	2	6	83120569	217	INTEL	240614.32976956642	0.5047017062647875
COMPA	4	16	10000	2	6	64924308	11	INTEL	308051.0307479904	0.9780264427308183
COMPA	5	16	10000	2	6	72743243	9	INTEL	274939.62566392595	0.6433693642170999
COMPA	6	16	10000	2	6	65987095	8	INTEL	303089.5662250323	0.9697159270308839
COMPA	7	16	10000	2	6	65848788	4	INTEL	303726.1672910366	0.9816141035124292
COMPA	8	16	10000	2	6	65544782	8	INTEL	305134.8923549704	0.9713694219015024
COMPA	9	16	10000	2	6	66272827	10	INTEL	301782.81062312314	0.9824111773593122
COMPA	10	16	10000	2	6	66885853	7	INTEL	299016.8937518073	0.7077274920901434
COMPA	11	16	10000	2	6	140429178	781	INTEL	142420.54453954007	0.2713470842932656
COMPA	12	16	10000	2	6	153957096	678	INTEL	129906.32143386232	0.3371363149120453
COMPA	13	16	10000	2	6	159855255	557	INTEL	125113.18442424679	0.20333965874315485
COMPA	14	16	10000	2	6	97820737	478	INTEL	204455.6258045776	0.4508274763867297
COMPA	15	16	10000	2	6	116410049	621	INTEL	171806.47351157802	0.4894712311305701
COMPA	16	16	10000	2	6	208286190	0	INTEL	96021.7285649135	0.249123496857857
COMPA	17	16	10000	2	6	223157415	0	INTEL	89622.83417738999	0.15320536850635236
COMPA	18	16	10000	2	6	220099226	139	INTEL	90868.1069146513	0.2503204577375479
COMPA	19	16	10000	2	6	323479	0	INTEL	61827815.71601248	0.21776065834258176
BOOST	1	16	10000	2	6	82514924	0	INTEL	242380.39654499348	0.5458964247485703
BOOST	2	16	10000	2	6	86135970	0	INTEL	232191.03470942512	0.4838180843612721
BOOST	3	16	10000	2	6	89888945	0	INTEL	222496.77087655218	0.48247869635137003
BOOST	4	16	10000	2	6	86280397	0	INTEL	231802.3640989969	0.7457491879644458
BOOST	5	16	10000	2	6	86343192	0	INTEL	231633.78069228667	0.7430400303014046
BOOST	6	16	10000	2	6	83926732	0	INTEL	238303.09513302628	0.5371752470952879
BOOST	7	16	10000	2	6	86522824	0	INTEL	231152.88053935918	0.5015311797959807
BOOST	8	16	10000	2	6	86678978	0	INTEL	230736.45376852504	0.5146302832504555
BOOST	9	16	10000	2	6	81664562	0	INTEL	244904.27071659308	0.7639968117382421
BOOST	10	16	10000	2	6	86238226	0	INTEL	231915.71681912846	0.7402539913100716
BOOST	11	16	10000	2	6	138594347	0	INTEL	144306.03002877167	0.2670513826945626
BOOST	12	16	10000	2	6	140851124	0	INTEL	141993.89704550742	0.23963677421558952
BOOST	13	16	10000	2	6	140985421	0	INTEL	141858.63941208503	0.36831816106716453
BOOST	14	16	10000	2	6	135894257	0	INTEL	147173.2539808507	0.30653655216643927
BOOST	15	16	10000	2	6	133327210	0	INTEL	150006.88906638036	0.4177867968586457
BOOST	16	16	10000	2	6	150121992	0	INTEL	133224.98411824965	0.36172818037213367
BOOST	17	16	10000	2	6	161332083	0	INTEL	123967.9029000078	0.3501462756171071
BOOST	18	16	10000	2	6	156397961	0	INTEL	127878.90501973999	0.22780096858168117
BOOST	19	16	10000	2	6	359807	0	INTEL	55585355.48224465	0.1900157584482792
STMVE	1	16	10000	2	6	988443	0	INTEL	20233842.5179803	3.5235425816157333
STMVE	2	16	10000	2	6	1671381	0	INTEL	11966152.540922746	2.0946325224470064
STMVE	3	16	10000	2	6	7975554	2410	INTEL	2507662.7905722912	0.49484474683514146
STMVE	4	16	10000	2	6	967163	8	INTEL	20679037.556234058	3.6458115126405786
STMVE	5	16	10000	2	6	2588727	9	INTEL	7725804.999909222	1.3983540945028194
STMVE	6	16	10000	2	6	2349829	8	INTEL	8511257.627682695	1.623116831054515
STMVE	7	16	10000	2	6	2509399	4	INTEL	7970035.853206285	1.5128542730749475
STMVE	8	16	10000	2	6	2763000	5	INTEL	7238508.8671733625	1.3585135722041262
STMVE	9	16	10000	2	6	2372911	6	INTEL	8428466.132948097	1.5630485087725585
STMVE	10	16	10000	2	6	2513822	6	INTEL	7956012.796450982	1.4891865852077038
STMVE	11	16	10000	2	6	9977243	0	INTEL	2004561.7812455806	0.4036058859145758
STMVE	12	16	10000	2	6	9035691	0	INTEL	2213444.439390413	0.4482709734097813
STMVE	13	16	10000	2	6	10458236	0	INTEL	1912368.3955879367	0.3908203065985507
STMVE	14	16	10000	2	6	8875794	0	INTEL	2253319.534004507	0.4417438034276145
STMVE	15	16	10000	2	6	8436254	0	INTEL	2370720.464319827	0.468981849052909
STMVE	16	16	10000	2	6	8963755	0	INTEL	2231207.7918238505	0.4273698913011344
STMVE	17	16	10000	2	6	9363931	0	INTEL	2135855.1232383065	0.4073988798080635
STMVE	18	16	10000	2	6	8856953	3	INTEL	2258112.919872105	0.42464716703362887
STMVE	19	16	10000	2	6	309950	6	INTEL	64526536.53815132	0.3072850459751573
SEGME	1	16	10000	3	6	5548571	2	INTEL	5406797.53399569	3.065031699152809
SEGME	2	16	10000	3	6	3619676	2	INTEL	8288034.619673142	3.608937374505343
SEGME	3	16	10000	3	6	9499980133	29	INTEL	3157.9013408448354	0.001864515267613139
SEGME	4	16	10000	3	6	11423625	12	INTEL	2626136.624757903	3.0494402608629048
SEGME	5	16	10000	3	6	9837414	11	INTEL	3049581.932812831	3.389149933102338
SEGME	6	16	10000	3	6	10925023	15	INTEL	2745989.642310135	3.1880952561839
SEGME	7	16	10000	3	6	11122292	10	INTEL	2697285.775270061	3.1657241151374196
SEGME	8	16	10000	3	6	10494370	14	INTEL	2858675.651801871	3.3643798531974767
SEGME	9	16	10000	3	6	11322073	9	INTEL	2649691.4478470506	3.0959537180161267
SEGME	10	16	10000	3	6	10466783	12	INTEL	2866210.1812944817	3.1486519783585845
SEGME	11	16	10000	3	6	9348215952	69	INTEL	3209.168482418473	0.0029707374265416416
SEGME	12	16	10000	3	6	9371416182	62	INTEL	3201.2237443495496	0.002616451827963433
SEGME	13	16	10000	3	6	9347897889	51	INTEL	3209.2776746419163	0.002319965542790066
SEGME	14	16	10000	3	6	9377351269	47	INTEL	3199.1976347494974	0.0034005730493873853
SEGME	15	16	10000	3	6	9332965402	61	INTEL	3214.4124303269327	0.0032905167518802723
SEGME	16	16	10000	3	6	9368823085	1	INTEL	3202.1097770574456	0.001837992866742237
SEGME	17	16	10000	3	6	9359387798	1	INTEL	3205.3378540859985	0.0015633838789249406
SEGME	18	16	10000	3	6	9367942158	3	INTEL	3202.4108917432536	0.0014432590180388687
SEGME	19	16	10000	3	6	203969	0	INTEL	147081174.09998578	0.3054189607244238
COMPA	1	16	10000	3	6	97073948	2	INTEL	309042.75161447027	0.679760516178862
COMPA	2	16	10000	3	6	94324423	2	INTEL	318051.2432077109	0.8623834253404339
COMPA	3	16	10000	3	6	125599303	471	INTEL	238854.8286768757	0.36869511927148196
COMPA	4	16	10000	3	6	95341760	16	INTEL	314657.50160265557	0.9180816779551795
COMPA	5	16	10000	3	6	95295914	13	INTEL	314808.88047309144	0.7052382749589873
COMPA	6	16	10000	3	6	96715799	14	INTEL	310187.17014373216	0.9074157470383925
COMPA	7	16	10000	3	6	93667326	8	INTEL	320282.44299404894	0.7523140246365098
COMPA	8	16	10000	3	6	91817799	8	INTEL	326734.0355218055	0.9302099040731744
COMPA	9	16	10000	3	6	94278857	11	INTEL	318204.9608429173	0.9403685918678459
COMPA	10	16	10000	3	6	96098889	13	INTEL	312178.4269535104	0.882367276899528
COMPA	11	16	10000	3	6	257142419	1164	INTEL	116666.86545404242	0.2212446441985132
COMPA	12	16	10000	3	6	258676165	980	INTEL	115975.12279494325	0.19601163099043162
COMPA	13	16	10000	3	6	244880337	789	INTEL	122508.81539745675	0.2621988306068037
COMPA	14	16	10000	3	6	181957677	873	INTEL	164873.50517230443	0.45073033659360245
COMPA	15	16	10000	3	6	217991764	1052	INTEL	137619.87815282782	0.35475421906306515
COMPA	16	16	10000	3	6	276809922	0	INTEL	108377.61805373436	0.1651078713861998
COMPA	17	16	10000	3	6	322415007	0	INTEL	93047.77801487385	0.213799316109377
COMPA	18	16	10000	3	6	260025406	2568	INTEL	115373.34163416324	0.1562996232760425
COMPA	19	16	10000	3	6	329377	0	INTEL	91081040.8741351	0.42803535158799794
BOOST	1	16	10000	3	6	113234953	0	INTEL	264935.86304575054	0.7382481803123104
BOOST	2	16	10000	3	6	113829621	0	INTEL	263551.78675329156	0.7418883525932147
BOOST	3	16	10000	3	6	118090194	0	INTEL	254043.1087783631	0.4124433058345217
BOOST	4	16	10000	3	6	119384787	0	INTEL	251288.29856688523	0.7131842099781105
BOOST	5	16	10000	3	6	121458959	0	INTEL	246997.01238177085	0.6935655030601735
BOOST	6	16	10000	3	6	115210419	0	INTEL	260393.11600802356	0.7236218974257875
BOOST	7	16	10000	3	6	110297901	0	INTEL	271990.6700672391	0.7697095613814083
BOOST	8	16	10000	3	6	120085969	0	INTEL	249821.02613503498	0.6902669453414662
BOOST	9	16	10000	3	6	115330914	0	INTEL	260121.0634643891	0.5751943576897345
BOOST	10	16	10000	3	6	108787104	0	INTEL	275767.980734187	0.6072515543754157
BOOST	11	16	10000	3	6	205528240	0	INTEL	145965.3427674951	0.34084528724617114
BOOST	12	16	10000	3	6	197885426	0	INTEL	151602.87751559835	0.24395494390779443
BOOST	13	16	10000	3	6	189842416	0	INTEL	158025.801778671	0.23408138147588683
BOOST	14	16	10000	3	6	200487230	0	INTEL	149635.4655605746	0.38595082589549473
BOOST	15	16	10000	3	6	201106466	0	INTEL	149174.71624209237	0.2905132199976106
BOOST	16	16	10000	3	6	185121909	0	INTEL	162055.37292725305	0.3401539900930905
BOOST	17	16	10000	3	6	202458589	0	INTEL	148178.4504583305	0.3372913904877604
BOOST	18	16	10000	3	6	160829137	0	INTEL	186533.36428709433	0.36647825200977113
BOOST	19	16	10000	3	6	240723	0	INTEL	124624568.48743162	0.37644927987770177
STMVE	1	16	10000	3	6	1139953	1	INTEL	26316874.46763156	3.1185882224968924
STMVE	2	16	10000	3	6	1117237	1	INTEL	26851957.10489359	3.139324064634451
STMVE	3	16	10000	3	6	8772824	2887	INTEL	3419651.4144134205	0.4659933904977462
STMVE	4	16	10000	3	6	1006786	8	INTEL	29797792.182251245	3.5728556018856046
STMVE	5	16	10000	3	6	3237242	8	INTEL	9267147.775791863	1.1225907732569886
STMVE	6	16	10000	3	6	3333454	6	INTEL	8999674.211793533	1.2226204411400308
STMVE	7	16	10000	3	6	3185781	9	INTEL	9416843.154002111	1.2399276660887864
STMVE	8	16	10000	3	6	3341591	9	INTEL	8977759.396646688	1.1883459106754837
STMVE	9	16	10000	3	6	2880922	11	INTEL	10413332.953825198	1.34395377590924
STMVE	10	16	10000	3	6	3192735	8	INTEL	9396332.611381778	1.2399218851548908
STMVE	11	16	10000	3	6	10488311	0	INTEL	2860327.0822156207	0.4131037876355878
STMVE	12	16	10000	3	6	11937723	0	INTEL	2513042.060031046	0.3620791000092731
STMVE	13	16	10000	3	6	12020587	0	INTEL	2495718.3871303457	0.3624208202145203
STMVE	14	16	10000	3	6	9382205	0	INTEL	3197542.581941026	0.4510323532687679
STMVE	15	16	10000	3	6	10041034	0	INTEL	2987740.107243935	0.4255003020605248
STMVE	16	16	10000	3	6	11524926	0	INTEL	2603053.590105481	0.3486142991286886
STMVE	17	16	10000	3	6	10325789	0	INTEL	2905346.9909175946	0.3876866939659526
STMVE	18	16	10000	3	6	8879334	2662	INTEL	3378631.7757615605	0.425226373960029
STMVE	19	16	10000	3	6	281906	6	INTEL	106418451.54058444	0.2482565110355934
SEGME	1	16	10000	4	6	6641748	3	INTEL	6022510.941396752	2.8200987149768406
SEGME	2	16	10000	4	6	4108096	3	INTEL	9736870.803408684	3.559667300861518
SEGME	3	16	10000	4	6	9357528304	50	INTEL	4274.633076226066	0.0021672863112079345
SEGME	4	16	10000	4	6	14143663	12	INTEL	2828121.6824806985	2.917936393139458
SEGME	5	16	10000	4	6	12717668	20	INTEL	3145230.713681156	2.9391397856902697
SEGME	6	16	10000	4	6	14265199	17	INTEL	2804026.7787361396	2.8242987707356906
SEGME	7	16	10000	4	6	13629558	18	INTEL	2934798.032335311	2.9329745689478703
SEGME	8	16	10000	4	6	13440817	17	INTEL	2976009.5684659644	2.9406027178258585
SEGME	9	16	10000	4	6	14226728	22	INTEL	2811609.2470454206	2.863246981315732
SEGME	10	16	10000	4	6	13936736	13	INTEL	2870112.4854485295	2.825095703900827
SEGME	11	16	10000	4	6	9374962248	72	INTEL	4266.683848090521	0.0033329048345411534
SEGME	12	16	10000	4	6	9370076812	71	INTEL	4268.908441473297	0.003019660624741525
SEGME	13	16	10000	4	6	9373889145	33	INTEL	4267.172289031801	0.0025714537079689352
SEGME	14	16	10000	4	6	9336492811	75	INTEL	4284.263996098523	0.003908267883739925
SEGME	15	16	10000	4	6	9481366185	58	INTEL	4218.801301365411	0.0037253107105893303
SEGME	16	16	10000	4	6	9358573351	1	INTEL	4274.155739317451	0.0017488725456483308
SEGME	17	16	10000	4	6	9331125836	1	INTEL	4286.728172250961	0.0016292199105651412
SEGME	18	16	10000	4	6	9383643442	1	INTEL	4262.736563600132	0.0014208839117141722
SEGME	19	16	10000	4	6	283315	0	INTEL	141185606.1274553	0.4907329297778091
COMPA	1	16	10000	4	6	124192320	3	INTEL	322081.10775287874	0.8431093323645132
COMPA	2	16	10000	4	6	127989475	3	INTEL	312525.6979138324	0.8224263518543224
COMPA	3	16	10000	4	6	168090384	625	INTEL	237967.2117353245	0.31781280837576054
COMPA	4	16	10000	4	6	121545632	18	INTEL	329094.5083077934	0.8891823196081617
COMPA	5	16	10000	4	6	121446323	15	INTEL	329363.6152327148	0.7523487063498827
COMPA	6	16	10000	4	6	126571372	11	INTEL	316027.22928530787	0.8675577602176896
COMPA	7	16	10000	4	6	123774063	15	INTEL	323169.4834159237	0.8694891028987227
COMPA	8	16	10000	4	6	124777077	13	INTEL	320571.70244499313	0.7343973765309473
COMPA	9	16	10000	4	6	123101222	20	INTEL	324935.8483216357	0.7493382153428177
COMPA	10	16	10000	4	6	124036774	15	INTEL	322485.0075510671	0.872755486207663
COMPA	11	16	10000	4	6	367358839	1393	INTEL	108885.36154155256	0.1900613367302154
COMPA	12	16	10000	4	6	361905323	1090	INTEL	110526.14443032107	0.21918271978552797
COMPA	13	16	10000	4	6	331158330	878	INTEL	120788.14384647972	0.21503510722499417
COMPA	14	16	10000	4	6	300481427	1203	INTEL	133119.7085935032	0.2746351607282536
COMPA	15	16	10000	4	6	350782991	1349	INTEL	114030.61444333257	0.2731971716382337
COMPA	16	16	10000	4	6	333762685	0	INTEL	119845.63223417262	0.21000506093124222
COMPA	17	16	10000	4	6	416580893	0	INTEL	96019.76632183176	0.18840124527746885
COMPA	18	16	10000	4	6	253330672	4083	INTEL	157896.39558529257	0.22860358969876335
COMPA	19	16	10000	4	6	294663	0	INTEL	135748295.5104645	0.49145973535869786
BOOST	1	16	10000	4	6	148194905	0	INTEL	269914.812523413	0.7026360521638716
BOOST	2	16	10000	4	6	139826950	0	INTEL	286067.88605487	0.7026322894120196
BOOST	3	16	10000	4	6	143759790	0	INTEL	278241.9200807124	0.38296632876272285
BOOST	4	16	10000	4	6	144266705	0	INTEL	277264.25165113463	0.735992389928085
BOOST	5	16	10000	4	6	145755697	0	INTEL	274431.8117459244	0.6102716383017263
BOOST	6	16	10000	4	6	146199361	0	INTEL	273599.00704353966	0.7032479505844078
BOOST	7	16	10000	4	6	151193907	0	INTEL	264560.9257256643	0.6696675547910802
BOOST	8	16	10000	4	6	143453132	0	INTEL	278836.7144190341	0.7358483535932836
BOOST	9	16	10000	4	6	151689789	0	INTEL	263696.0619676253	0.5693904485555057
BOOST	10	16	10000	4	6	147120418	0	INTEL	271886.1225638986	0.728192629251502
BOOST	11	16	10000	4	6	262446370	0	INTEL	152412.0908968945	0.2703837206816768
BOOST	12	16	10000	4	6	244841024	0	INTEL	163371.31476790426	0.24188010257627413
BOOST	13	16	10000	4	6	232335229	0	INTEL	172165.02280848677	0.3126991042757446
BOOST	14	16	10000	4	6	265793186	0	INTEL	150492.94755058168	0.2946140801367271
BOOST	15	16	10000	4	6	269902153	0	INTEL	148201.85595184934	0.27709154287479876
BOOST	16	16	10000	4	6	205949595	0	INTEL	194222.28045653598	0.2583261695659076
BOOST	17	16	10000	4	6	238102003	0	INTEL	167995.22681881848	0.3451248539055759
BOOST	18	16	10000	4	6	153498326	0	INTEL	260589.1610830987	0.3637824688720058
BOOST	19	16	10000	4	6	352499	0	INTEL	113475499.22127439	0.20669278494407076
STMVE	1	16	10000	4	6	1049840	2	INTEL	38101043.96860474	3.492387411415073
STMVE	2	16	10000	4	6	1271245	2	INTEL	31465217.16899575	2.8565870465567222
STMVE	3	16	10000	4	6	9191691	3487	INTEL	4351756.385196151	0.4642434128823521
STMVE	4	16	10000	4	6	1065867	10	INTEL	37528134.37323794	3.495138699293627
STMVE	5	16	10000	4	6	4147620	15	INTEL	9644085.041541897	0.8888176833943323
STMVE	6	16	10000	4	6	4168138	8	INTEL	9596611.244637294	1.0345761104838658
STMVE	7	16	10000	4	6	3647099	11	INTEL	10967621.114754494	1.1296145237625852
STMVE	8	16	10000	4	6	4179542	13	INTEL	9570426.616122054	0.9959014648016459
STMVE	9	16	10000	4	6	3736872	11	INTEL	10704139.718994925	1.0801694572358915
STMVE	10	16	10000	4	6	3733786	9	INTEL	10712986.7646405	1.0802017041148047
STMVE	11	16	10000	4	6	13553884	0	INTEL	2951183.5869334578	0.3482007814143902
STMVE	12	16	10000	4	6	13600244	0	INTEL	2941123.7033688514	0.3450379272607168
STMVE	13	16	10000	4	6	13555980	0	INTEL	2950727.280506463	0.3488287088060029
STMVE	14	16	10000	4	6	12500526	0	INTEL	3199865.349666086	0.36642346090076533
STMVE	15	16	10000	4	6	12620393	0	INTEL	3169473.4070484177	0.36718151328567983
STMVE	16	16	10000	4	6	10918012	0	INTEL	3663670.638940496	0.3903821501570066
STMVE	17	16	10000	4	6	12228682	0	INTEL	3270998.4608316743	0.3449475585349263
STMVE	18	16	10000	4	6	10209620	4288	INTEL	3917873.534960165	0.37624691222592027
STMVE	19	16	10000	4	6	316632	6	INTEL	126329619.2425276	0.2940069228631345
SEGME	1	16	10000	5	6	7611824	4	INTEL	6568727.810837455	2.551819642703247
SEGME	2	16	10000	5	6	4541029	4	INTEL	11010720.257457064	3.6303762869605105
SEGME	3	16	10000	5	6	9358106978	47	INTEL	5342.960934037743	0.0023433628245064925
SEGME	4	16	10000	5	6	17991275	17	INTEL	2779124.8813661067	2.793952846588138
SEGME	5	16	10000	5	6	16458285	34	INTEL	3037983.605217676	2.6502268614257196
SEGME	6	16	10000	5	6	17616294	19	INTEL	2838281.422869078	2.6899233175831423
SEGME	7	16	10000	5	6	17212709	17	INTEL	2904830.3785301894	2.893881143287788
SEGME	8	16	10000	5	6	17360545	17	INTEL	2880093.914102351	2.9448623300708587
SEGME	9	16	10000	5	6	17863714	21	INTEL	2798970.0238147564	2.921074363371469
SEGME	10	16	10000	5	6	16129679	22	INTEL	3099875.701184134	3.1392201295512456
SEGME	11	16	10000	5	6	9521896510	79	INTEL	5251.054760728543	0.004241774940273952
SEGME	12	16	10000	5	6	9337210978	60	INTEL	5354.918092544786	0.003649951369878964
SEGME	13	16	10000	5	6	9374764876	53	INTEL	5333.4670961192005	0.00318197505692835
SEGME	14	16	10000	5	6	9369666541	61	INTEL	5336.369206012708	0.005005829374477843
SEGME	15	16	10000	5	6	9401590750	30	INTEL	5318.24893569208	0.004612806082842948
SEGME	16	16	10000	5	6	9324148847	2	INTEL	5362.419757604713	0.0020690733617157154
SEGME	17	16	10000	5	6	9481826126	0	INTEL	5273.245821592911	0.001809157937726984
SEGME	18	16	10000	5	6	9371089464	4	INTEL	5335.558922159491	0.0014434815772451366
SEGME	19	16	10000	5	6	175595	0	INTEL	284746148.8083374	0.7525442068396025
COMPA	1	16	10000	5	6	158385285	4	INTEL	315685.89215847926	0.7959712671540163
COMPA	2	16	10000	5	6	152668913	4	INTEL	327506.09811442095	0.8220239178620469
COMPA	3	16	10000	5	6	202177170	693	INTEL	247307.84390740062	0.21529261686668183
COMPA	4	16	10000	5	6	149308354	22	INTEL	334877.4442989305	0.8811382315553489
