DS	TESTCASE	SGMT_SIZE	NUM_TXN	TXN_SIZE	THRD_CNT	TIME	ABORTS	SYSTEM	THRUPUT	RELATIVE
SEGME	1	16	10000	5	21	9095749	7144	AMD	5497073.413085608	1.550816430840385
SEGME	2	16	10000	5	21	4601091	4	AMD	10866987.851359602	3.1368781882383985
SEGME	3	16	10000	5	21	28740621495	7	AMD	1739.697939680897	0.000561869965227069
SEGME	4	16	10000	5	21	16947128	24	AMD	2950352.413695111	2.1230579010201613
SEGME	5	16	10000	5	21	11169411	9996	AMD	4476511.787416543	3.503238532452606
SEGME	6	16	10000	5	21	13411743	9996	AMD	3728076.209035619	3.28293809387788
SEGME	7	16	10000	5	21	14972967	21	AMD	3339351.512629394	2.866519307763117
SEGME	8	16	10000	5	21	13489005	9055	AMD	3706722.6233513886	3.341596062867498
SEGME	9	16	10000	5	21	15182172	24	AMD	3293336.421165562	2.737264536325896
SEGME	10	16	10000	5	21	13324753	16	AMD	3752414.7727166126	3.1312966927041725
SEGME	11	16	10000	5	21	29794570018	30	AMD	1678.1581331696734	0.001079235678869464
SEGME	12	16	10000	5	21	28531342286	5	AMD	1752.4587346363448	0.0009277328327096709
SEGME	13	16	10000	5	21	31682370693	4	AMD	1578.1647303005375	0.000738595076320162
SEGME	14	16	10000	5	21	28881175466	6	AMD	1731.2314749398572	0.0013541966477798898
SEGME	15	16	10000	5	21	102169685	9901	AMD	489381.953169377	0.3212535303402374
SEGME	16	16	10000	5	21	29682200650	8	AMD	1684.5112190156965	0.0005107940000398858
SEGME	17	16	10000	5	21	30439234215	5	AMD	1642.6168821080507	0.0005212660702279103
SEGME	18	16	10000	5	21	93719216	596	AMD	533508.5176128661	0.12873925449824508
SEGME	19	16	10000	5	21	1439462	0	AMD	34735199.67876887	0.10556166123176576
COMPA	1	16	10000	5	21	409139678	4	AMD	122207.65349480478	0.4289648069772397
COMPA	2	16	10000	5	21	406862183	4	AMD	122891.73604517577	0.41921419371630325
COMPA	3	16	10000	5	21	1889863645	836	AMD	26456.9352039152	0.038128774629134686
COMPA	4	16	10000	5	21	412140673	16	AMD	121317.80063357153	0.6726443813032741
COMPA	5	16	10000	5	21	405005894	23	AMD	123454.99347226784	0.4370597925174886
COMPA	6	16	10000	5	21	411784457	21	AMD	121422.74714365919	0.4384840999474635
COMPA	7	16	10000	5	21	418662432	15	AMD	119427.95956432987	0.4337794989926395
COMPA	8	16	10000	5	21	400380184	24	AMD	124881.30531455073	0.4629117159304767
COMPA	9	16	10000	5	21	411907189	16	AMD	121386.56798242965	0.44437143581876154
COMPA	10	16	10000	5	21	407447061	19	AMD	122715.3286546838	0.4432383401091706
COMPA	11	16	10000	5	21	4239747936	1971	AMD	11793.15392206373	0.03236801693675027
COMPA	12	16	10000	5	21	4101278009	1500	AMD	12191.321800248143	0.028806090135988144
COMPA	13	16	10000	5	21	3773063262	1174	AMD	13251.83187453272	0.028790470092043743
COMPA	14	16	10000	5	21	3614150933	1880	AMD	13834.508001163216	0.04551825838204417
COMPA	15	16	10000	5	21	4096943059	2026	AMD	12204.221362110955	0.03788489021321299
COMPA	16	16	10000	5	21	3746827911	8	AMD	13344.621420484556	0.02688401159398751
COMPA	17	16	10000	5	21	4700874657	8	AMD	10636.318482890363	0.025235890904546615
COMPA	18	16	10000	5	21	2548185827	5201	AMD	19621.80288039095	0.028908580457307438
COMPA	19	16	10000	5	21	988835	0	AMD	50564553.23688988	0.12591787305263263
BOOST	1	16	10000	5	21	420816344	0	AMD	118816.67789975382	0.3962645162850424
BOOST	2	16	10000	5	21	408941804	0	AMD	122266.78591166972	0.40350213987905237
BOOST	3	16	10000	5	21	174756009	0	AMD	286113.1945397082	0.4044727183029226
BOOST	4	16	10000	5	21	420089573	0	AMD	119022.23528885351	0.6568589313689059
BOOST	5	16	10000	5	21	408835152	0	AMD	122298.68140105526	0.4110158071730583
BOOST	6	16	10000	5	21	407107346	0	AMD	122817.72974934232	0.4156404880986844
BOOST	7	16	10000	5	21	414475598	0	AMD	120634.36361819303	0.4106733636946221
BOOST	8	16	10000	5	21	412722389	0	AMD	121146.80795763663	0.41076371071306234
BOOST	9	16	10000	5	21	418256695	0	AMD	119543.81268182688	0.40243165742989484
BOOST	10	16	10000	5	21	412747410	0	AMD	121139.46396417121	0.40576909979883335
BOOST	11	16	10000	5	21	349536378	0	AMD	143046.6273241522	0.37265307761471395
BOOST	12	16	10000	5	21	307960286	0	AMD	162358.59710819984	0.36724637929450415
BOOST	13	16	10000	5	21	276794222	0	AMD	180639.60887160426	0.3795040887811596
BOOST	14	16	10000	5	21	436796026	0	AMD	114469.90591439126	0.3458414431636793
BOOST	15	16	10000	5	21	427246821	0	AMD	117028.37222514993	0.3421892915617505
BOOST	16	16	10000	5	21	239371132	0	AMD	208880.6598449808	0.40726149467346795
BOOST	17	16	10000	5	21	278012021	0	AMD	179848.33828462404	0.42614718088035486
BOOST	18	16	10000	5	21	169186334	0	AMD	295532.14386689174	0.4081965509105481
BOOST	19	16	10000	5	21	1823028	0	AMD	27426896.350467466	0.08287969246769661
STMVE	1	16	10000	5	21	7559046	3	AMD	6614591.312184104	0.6874962792923869
STMVE	2	16	10000	5	21	6884405	3	AMD	7262791.773581014	0.7433968512892545
STMVE	3	16	10000	5	21	28292001	3897	AMD	1767283.9754247146	0.18801487388608534
STMVE	4	16	10000	5	21	8184355	14	AMD	6109216.914466687	0.609300671830584
STMVE	5	16	10000	5	21	8278546	15	AMD	6039707.939051133	0.6324414939531652
STMVE	6	16	10000	5	21	9843870	8	AMD	5079303.16024084	0.5102182373395829
STMVE	7	16	10000	5	21	9684648	21	AMD	5162810.253919399	0.5386789483727236
STMVE	8	16	10000	5	21	9917371	11	AMD	5041658.721852797	0.5312059012413672
STMVE	9	16	10000	5	21	9426353	14	AMD	5304278.335428347	0.5466052459524909
STMVE	10	16	10000	5	21	8823495	21	AMD	5666688.766752857	0.5917299210800255
STMVE	11	16	10000	5	21	56744213	0	AMD	881147.1224387235	0.09645173861165367
STMVE	12	16	10000	5	21	53219740	0	AMD	939501.0197344068	0.10546859116560886
STMVE	13	16	10000	5	21	48043971	0	AMD	1040713.3082317446	0.11393519074432876
STMVE	14	16	10000	5	21	50923325	0	AMD	981868.3285115416	0.10419502261488228
STMVE	15	16	10000	5	21	56843565	0	AMD	879607.0408321505	0.09705582329327866
STMVE	16	16	10000	5	21	41311028	0	AMD	1210330.568389632	0.12496844668208208
STMVE	17	16	10000	5	21	42510427	0	AMD	1176182.0223541863	0.12782861484783486
STMVE	18	16	10000	5	21	23999355	5548	AMD	2083389.3244214272	0.22806817099876228
STMVE	19	16	10000	5	21	4701611	21	AMD	10634652.675434016	0.033435773397671564
SEGME	1	16	10000	1	22	3912080	0	AMD	2556184.9450931475	2.398288378560766
SEGME	2	16	10000	1	22	3517804	0	AMD	2842682.5371737597	2.3708094595378255
SEGME	3	16	10000	1	22	30311962	1547	AMD	329902.76248036994	0.28096086290950084
SEGME	4	16	10000	1	22	5390912	7264	AMD	1854973.7038927737	2.2643981203922454
SEGME	5	16	10000	1	22	3936400	16	AMD	2540392.236561325	2.766899959353724
SEGME	6	16	10000	1	22	4124203	14	AMD	2424710.9077802426	2.8719626555724824
SEGME	7	16	10000	1	22	5003196	9101	AMD	1998722.4166312893	2.5239602845860922
SEGME	8	16	10000	1	22	4030661	15	AMD	2480982.6477592634	2.846746972766998
SEGME	9	16	10000	1	22	5015706	13	AMD	1993737.272479687	2.567802020293853
SEGME	10	16	10000	1	22	3955270	10	AMD	2528272.4061821317	2.985891481491782
SEGME	11	16	10000	1	22	28840397595	0	AMD	346.73585782096427	0.0003624849472190503
SEGME	12	16	10000	1	22	31277867341	0	AMD	319.7148926740184	0.0002953642874458408
SEGME	13	16	10000	1	22	28892922676	5	AMD	346.1055190621658	0.00031161478888664854
SEGME	14	16	10000	1	22	29999404454	0	AMD	333.33995064247483	0.0003641980965573204
SEGME	15	16	10000	1	22	29557686955	2	AMD	338.32146660273065	0.0003879340090940482
SEGME	16	16	10000	1	22	30231239881	34	AMD	330.78365423857093	0.00036841687750292773
SEGME	17	16	10000	1	22	29182107111	4	AMD	342.6757348934055	0.00032653841491823174
SEGME	18	16	10000	1	22	28642946945	20	AMD	349.12608745189294	0.00034805510826602554
SEGME	19	16	10000	1	22	1387256	0	AMD	7208474.859723079	0.09663104718955981
COMPA	1	16	10000	1	22	83538424	0	AMD	119705.39449008518	0.5073648145433053
COMPA	2	16	10000	1	22	80200248	0	AMD	124687.89373319644	0.5334412681616645
COMPA	3	16	10000	1	22	409096645	0	AMD	24444.101710978342	0.07775750886443959
COMPA	4	16	10000	1	22	81045179	8	AMD	123387.96857984607	0.559342265133377
COMPA	5	16	10000	1	22	83067734	9	AMD	120383.68592069695	0.5062990402506947
COMPA	6	16	10000	1	22	82597931	12	AMD	121068.40787573723	0.5449199568933513
COMPA	7	16	10000	1	22	83692335	8	AMD	119485.25513118973	0.5191032129764332
COMPA	8	16	10000	1	22	84817229	8	AMD	117900.57418640734	0.5189565671851883
COMPA	9	16	10000	1	22	83269882	12	AMD	120091.43954353148	0.5114605542493743
COMPA	10	16	10000	1	22	78688641	15	AMD	127083.1453297052	0.5540645059558215
COMPA	11	16	10000	1	22	405488765	0	AMD	24661.595741129844	0.08901203218293854
COMPA	12	16	10000	1	22	524957217	0	AMD	19049.171391808868	0.07040737569286527
COMPA	13	16	10000	1	22	591410813	0	AMD	16908.72026717577	0.057176347230567116
COMPA	14	16	10000	1	22	221538488	0	AMD	45138.88349730003	0.1797112382567132
COMPA	15	16	10000	1	22	278703672	0	AMD	35880.40275264117	0.13799595363781214
COMPA	16	16	10000	1	22	1157640697	2	AMD	8638.258853472218	0.035384415998982455
COMPA	17	16	10000	1	22	1176579684	2	AMD	8499.211856185679	0.0327618609467678
COMPA	18	16	10000	1	22	1161664939	2	AMD	8608.334179912785	0.03612355989337473
COMPA	19	16	10000	1	22	1206034	0	AMD	8291640.20251502	0.10192996217353739
BOOST	1	16	10000	1	22	82787966	0	AMD	120790.50232977097	0.4667712333939935
BOOST	2	16	10000	1	22	86352408	0	AMD	115804.52973587025	0.4933076214852052
BOOST	3	16	10000	1	22	65247592	0	AMD	153262.36100789742	0.47873182814164233
BOOST	4	16	10000	1	22	86720575	0	AMD	115312.8885503815	0.4920963796653793
BOOST	5	16	10000	1	22	86359741	0	AMD	115794.69651257986	0.48412316336150196
BOOST	6	16	10000	1	22	85629073	0	AMD	116782.76605890619	0.4895535071365306
BOOST	7	16	10000	1	22	83056405	0	AMD	120400.10640961405	0.4999568185018362
BOOST	8	16	10000	1	22	85142710	0	AMD	117449.86740497219	0.4966235747018153
BOOST	9	16	10000	1	22	85830939	0	AMD	116508.1043794709	0.48932523038108666
BOOST	10	16	10000	1	22	84847019	0	AMD	117859.17900073779	0.47828451109166253
BOOST	11	16	10000	1	22	80775782	0	AMD	123799.48237455628	0.4542704024827639
BOOST	12	16	10000	1	22	77494883	0	AMD	129040.7780859544	0.47218388599928596
BOOST	13	16	10000	1	22	78084251	0	AMD	128066.79800258313	0.42174983531570276
BOOST	14	16	10000	1	22	99777958	0	AMD	100222.5361236597	0.39634889100456433
BOOST	15	16	10000	1	22	94721050	0	AMD	105573.15401381213	0.41027484387050184
BOOST	16	16	10000	1	22	109745889	0	AMD	91119.58626532243	0.3740675060730521
BOOST	17	16	10000	1	22	107469472	0	AMD	93049.68019197117	0.3987823072211614
BOOST	18	16	10000	1	22	107987060	0	AMD	92603.68788630786	0.4014203090629562
BOOST	19	16	10000	1	22	1790971	0	AMD	5583563.329612819	0.08846151054372181
STMVE	1	16	10000	1	22	7320348	0	AMD	1366055.274967802	0.5310852708095298
STMVE	2	16	10000	1	22	6146953	0	AMD	1626822.2646244408	0.7953584483239095
STMVE	3	16	10000	1	22	14076317	1645	AMD	710413.1002449007	0.3719655503637777
STMVE	4	16	10000	1	22	5938760	12	AMD	1683853.194943052	0.8062238581791484
STMVE	5	16	10000	1	22	6200794	8	AMD	1612696.6965843407	0.8144058647973147
STMVE	6	16	10000	1	22	6758460	11	AMD	1479627.015621902	0.7500056225826593
STMVE	7	16	10000	1	22	6897542	9	AMD	1449791.8243919355	0.7222329345729246
STMVE	8	16	10000	1	22	7697841	11	AMD	1299065.5431828224	0.6702209099928149
STMVE	9	16	10000	1	22	7029744	7	AMD	1422526.9085190014	0.7132497285818657
STMVE	10	16	10000	1	22	7296517	10	AMD	1370516.9192369455	0.6824107995636821
STMVE	11	16	10000	1	22	12996245	0	AMD	769453.0227769637	0.38185275823901443
STMVE	12	16	10000	1	22	15652457	0	AMD	638877.3340824383	0.3251133671857396
STMVE	13	16	10000	1	22	19236830	0	AMD	519836.1684331566	0.2615504737526921
STMVE	14	16	10000	1	22	10067881	0	AMD	993257.6676263853	0.5118549772290714
STMVE	15	16	10000	1	22	10722958	0	AMD	932578.4918676357	0.48684280960533466
STMVE	16	16	10000	1	22	29014117	0	AMD	344659.80818923423	0.16633282343212444
STMVE	17	16	10000	1	22	28684263	0	AMD	348623.21545441134	0.17988867275411607
STMVE	18	16	10000	1	22	29790986	0	AMD	335672.0049480739	0.1610389464786429
STMVE	19	16	10000	1	22	2361718	22	AMD	4234205.777319731	0.06295925254412255
SEGME	1	16	10000	2	22	5049240	1	AMD	3960992.14931356	2.4024766103413584
SEGME	2	16	10000	2	22	3345321	1	AMD	5978499.522168426	3.020844935358969
SEGME	3	16	10000	2	22	38405106	2253	AMD	520764.0879835093	0.3257802751540381
SEGME	4	16	10000	2	22	7710945	6460	AMD	2593715.8156360863	2.3571274337970247
SEGME	5	16	10000	2	22	6161796	8345	AMD	3245806.9043506146	3.2188824492079906
SEGME	6	16	10000	2	22	7301131	30	AMD	2739301.6232690522	2.7888205265732116
SEGME	7	16	10000	2	22	6854445	22	AMD	2917814.6443658094	2.926274847927148
SEGME	8	16	10000	2	22	6320598	25	AMD	3164257.5591739896	2.990034645456015
SEGME	9	16	10000	2	22	7103688	29	AMD	2815438.9663509997	2.8654403177617036
SEGME	10	16	10000	2	22	6302319	27	AMD	3173435.0482735005	2.96421253827361
SEGME	11	16	10000	2	22	32517375714	1	AMD	615.0557835880102	0.0005524211165744874
SEGME	12	16	10000	2	22	30538597713	9	AMD	654.9089184761808	0.000477899546572412
SEGME	13	16	10000	2	22	29690432956	1	AMD	673.6176609360725	0.0005017860811285099
SEGME	14	16	10000	2	22	30246904925	3	AMD	661.2246790073845	0.0006817810963182376
SEGME	15	16	10000	2	22	31008367987	2	AMD	644.9871856650061	0.0006237723316528313
SEGME	16	16	10000	2	22	29825112586	10	AMD	670.5758424995204	0.00040661811300899005
SEGME	17	16	10000	2	22	67197588	65	AMD	297629.7304004423	0.17083043218753624
SEGME	18	16	10000	2	22	31097172011	27	AMD	643.1452992871957	0.0003840982709223501
SEGME	19	16	10000	2	22	1451559	0	AMD	13778289.411591262	0.07771093011031588
COMPA	1	16	10000	2	22	165878469	1	AMD	120570.1988966392	0.457493172305563
COMPA	2	16	10000	2	22	168564175	1	AMD	118649.1732303142	0.4382711332345678
COMPA	3	16	10000	2	22	758886290	287	AMD	26354.40943332894	0.05453504239745852
COMPA	4	16	10000	2	22	162280766	11	AMD	123243.19445226183	0.6779122733497572
COMPA	5	16	10000	2	22	165868404	27	AMD	120577.51517281133	0.46061709860064726
COMPA	6	16	10000	2	22	164379506	33	AMD	121669.66848044914	0.47127776986992526
COMPA	7	16	10000	2	22	165162189	19	AMD	121093.09110694821	0.4726436751210654
COMPA	8	16	10000	2	22	157312194	23	AMD	127135.72604549651	0.4967550385827052
COMPA	9	16	10000	2	22	163850944	19	AMD	122062.15912921441	0.47050856783589845
COMPA	10	16	10000	2	22	167259031	25	AMD	119575.00817997684	0.4643924966897602
COMPA	11	16	10000	2	22	1233055001	861	AMD	16219.876634683873	0.05313653320157127
COMPA	12	16	10000	2	22	1439394584	766	AMD	13894.73061960611	0.03872634135185825
COMPA	13	16	10000	2	22	1450967655	592	AMD	13783.904783184158	0.03183057585112054
COMPA	14	16	10000	2	22	762927643	620	AMD	26214.805799086767	0.09265329766010327
COMPA	15	16	10000	2	22	981248407	768	AMD	20382.198694361803	0.07161557409794601
COMPA	16	16	10000	2	22	1921498723	3	AMD	10408.541916059343	0.03060001200947975
COMPA	17	16	10000	2	22	2148656075	5	AMD	9308.14392899059	0.028864286249254665
COMPA	18	16	10000	2	22	2250377824	12	AMD	8887.396501468545	0.028250120189595326
COMPA	19	16	10000	2	22	1197156	0	AMD	16706260.504061293	0.09729809648867817
BOOST	1	16	10000	2	22	170176217	0	AMD	117525.23562090936	0.43474908130082596
BOOST	2	16	10000	2	22	165431114	0	AMD	120896.24204549575	0.44423353154715506
BOOST	3	16	10000	2	22	97361395	0	AMD	205420.2284180501	0.41909989067021897
BOOST	4	16	10000	2	22	167446202	0	AMD	119441.34749619463	0.6080007177469454
BOOST	5	16	10000	2	22	166885286	0	AMD	119842.8002813861	0.4331310730413944
BOOST	6	16	10000	2	22	165548269	0	AMD	120810.68633825461	0.43481263461595004
BOOST	7	16	10000	2	22	167531797	0	AMD	119380.32276941433	0.42795693882517116
BOOST	8	16	10000	2	22	171076675	0	AMD	116906.64434529137	0.42384086550665073
BOOST	9	16	10000	2	22	166824400	0	AMD	119886.53937913159	0.4366092130407782
BOOST	10	16	10000	2	22	166599737	0	AMD	120048.20871956118	0.4374500303082711
BOOST	11	16	10000	2	22	151537984	0	AMD	131980.11133631025	0.4105319033411452
BOOST	12	16	10000	2	22	145815466	0	AMD	137159.66178786548	0.38896030411479116
BOOST	13	16	10000	2	22	140388034	0	AMD	142462.28421433695	0.392469688691559
BOOST	14	16	10000	2	22	186442589	0	AMD	107271.62772879109	0.36433782841322804
BOOST	15	16	10000	2	22	189492201	0	AMD	105545.24088302716	0.3493508263171211
BOOST	16	16	10000	2	22	148166251	0	AMD	134983.50579174742	0.39524500758273223
BOOST	17	16	10000	2	22	158924838	0	AMD	125845.65289913965	0.3919027936967285
BOOST	18	16	10000	2	22	161249221	0	AMD	124031.60694959265	0.40404135657808854
BOOST	19	16	10000	2	22	1831575	0	AMD	10919563.76342765	0.0866696695467016
STMVE	1	16	10000	2	22	7453891	0	AMD	2683162.3912933525	0.6468997198912622
STMVE	2	16	10000	2	22	6274075	0	AMD	3187720.8990966794	0.8161719456652973
STMVE	3	16	10000	2	22	17376616	2367	AMD	1150972.0880060883	0.2976485755339245
STMVE	4	16	10000	2	22	7640494	26	AMD	2617631.791871049	0.6734347281733353
STMVE	5	16	10000	2	22	6708282	22	AMD	2981389.273736554	0.7399662089339715
STMVE	6	16	10000	2	22	7948878	19	AMD	2516078.3698026314	0.6794843247059522
STMVE	7	16	10000	2	22	7627583	26	AMD	2622062.5852252278	0.643387426921477
STMVE	8	16	10000	2	22	7513612	29	AMD	2661835.6124857124	0.7140195687506887
STMVE	9	16	10000	2	22	7302499	23	AMD	2738788.461319885	0.4371789711987636
STMVE	10	16	10000	2	22	8494415	27	AMD	2354488.2137263133	0.6015699727409127
STMVE	11	16	10000	2	22	24591265	0	AMD	813296.9166083974	0.21881460754458953
STMVE	12	16	10000	2	22	29494431	0	AMD	678094.1120715297	0.17113820571754715
STMVE	13	16	10000	2	22	31407828	0	AMD	636783.9253322452	0.16528252128736823
STMVE	14	16	10000	2	22	13665455	0	AMD	1463544.3898501734	0.38341606627807123
STMVE	15	16	10000	2	22	15392559	0	AMD	1299329.1109035215	0.29917884349184565
STMVE	16	16	10000	2	22	33346535	0	AMD	599762.4640761027	0.15348503225297622
STMVE	17	16	10000	2	22	36296714	0	AMD	551014.0670034208	0.1478780420728995
STMVE	18	16	10000	2	22	32100598	0	AMD	623041.352687573	0.1659986832644052
STMVE	19	16	10000	2	22	1879846	22	AMD	10639169.378768262	0.08243334826363437
SEGME	1	16	10000	3	22	6244465	2	AMD	4804254.647916195	2.3689609918543866
SEGME	2	16	10000	3	22	5495675	8174	AMD	5458838.086313328	2.145346658963639
SEGME	3	16	10000	3	22	31183415164	3	AMD	962.0498538156845	0.0005036534939294118
SEGME	4	16	10000	3	22	10518095	37	AMD	2852227.5183861717	2.4164744661461985
SEGME	5	16	10000	3	22	8650329	9970	AMD	3468076.1853104085	2.9862358992357403
SEGME	6	16	10000	3	22	9496081	36	AMD	3159197.9891494187	2.8452630090244595
SEGME	7	16	10000	3	22	9888597	38	AMD	3033797.4133236497	2.962982109595527
SEGME	8	16	10000	3	22	9181877	29	AMD	3267305.8025063938	2.85672722472758
SEGME	9	16	10000	3	22	10678557	34	AMD	2809368.3444308066	2.6773840323182245
SEGME	10	16	10000	3	22	9227098	9923	AMD	3251293.093451484	2.9710958960227805
SEGME	11	16	10000	3	22	29985652342	3	AMD	1000.4784841042095	0.0007300686258319989
SEGME	12	16	10000	3	22	88672786	164	AMD	338322.5153205404	0.21470666321457407
SEGME	13	16	10000	3	22	29668993838	6	AMD	1011.1566359077552	0.0006222938027764472
SEGME	14	16	10000	3	22	28885952725	4	AMD	1038.5670947261442	0.000878975612877245
SEGME	15	16	10000	3	22	30298927992	4	AMD	990.1340406472821	0.0007958017856726289
SEGME	16	16	10000	3	22	32407754249	27	AMD	925.7043783256196	0.00041406164391702833
SEGME	17	16	10000	3	22	29303372557	11	AMD	1023.7729442795345	0.0004413479020151408
SEGME	18	16	10000	3	22	29770535672	22	AMD	1007.7077661795591	0.0004154213124096318
SEGME	19	16	10000	3	22	2000319	0	AMD	14997607.881542893	0.05650198793292469
COMPA	1	16	10000	3	22	246673245	2	AMD	121618.3781909546	0.4490489635387899
COMPA	2	16	10000	3	22	249540357	2	AMD	120221.035028815	0.4395827325036647
COMPA	3	16	10000	3	22	1135459157	488	AMD	26421.02960291684	0.047365960870048275
COMPA	4	16	10000	3	22	239975873	27	AMD	125012.5674092245	0.47081659746686283
COMPA	5	16	10000	3	22	246740790	37	AMD	121585.08530348793	0.4417821390618066
COMPA	6	16	10000	3	22	248846621	41	AMD	120556.18790178388	0.45147060686831664
COMPA	7	16	10000	3	22	246756041	43	AMD	121577.57061761255	0.4521729095175424
COMPA	8	16	10000	3	22	234732761	37	AMD	127804.91258312255	0.4709250320623119
COMPA	9	16	10000	3	22	236879812	34	AMD	126646.50375524614	0.4718665472429538
COMPA	10	16	10000	3	22	240569166	33	AMD	124704.26072807684	0.45808995738048985
COMPA	11	16	10000	3	22	2282765594	1416	AMD	13141.953812012816	0.03851707780733268
COMPA	12	16	10000	3	22	2339818394	1124	AMD	12821.50789006918	0.033989234465347996
COMPA	13	16	10000	3	22	2325939787	932	AMD	12898.012307831079	0.03257099664549484
COMPA	14	16	10000	3	22	1538018955	1144	AMD	19505.611359646733	0.06494307477504396
COMPA	15	16	10000	3	22	1890112899	1298	AMD	15872.067756308137	0.05141078400735257
COMPA	16	16	10000	3	22	2697147057	16	AMD	11122.864035959758	0.028346828847011587
COMPA	17	16	10000	3	22	3153780898	3	AMD	9512.391941692837	0.02524741558631889
COMPA	18	16	10000	3	22	2462611824	2641	AMD	12182.187914322301	0.026994482586387515
COMPA	19	16	10000	3	22	1068906	0	AMD	28066078.77586991	0.158874587662526
BOOST	1	16	10000	3	22	252887691	0	AMD	118629.73591703994	0.41790125324842325
BOOST	2	16	10000	3	22	250829853	0	AMD	119602.98840505241	0.4185226030491674
BOOST	3	16	10000	3	22	126707045	0	AMD	236766.62966925005	0.39891406196080104
BOOST	4	16	10000	3	22	251382691	0	AMD	119339.95885182086	0.6043019167139076
BOOST	5	16	10000	3	22	250885625	0	AMD	119576.4006008714	0.4124665372916443
BOOST	6	16	10000	3	22	250508269	0	AMD	119756.52588138718	0.4155228225220781
BOOST	7	16	10000	3	22	251383263	0	AMD	119339.68730448057	0.41549364406173694
BOOST	8	16	10000	3	22	252672752	0	AMD	118730.64967448488	0.41386745571995825
BOOST	9	16	10000	3	22	248406431	0	AMD	120769.82016620979	0.4148370458251139
BOOST	10	16	10000	3	22	244923723	0	AMD	122487.11408000278	0.4220973074135412
BOOST	11	16	10000	3	22	215341061	0	AMD	139313.88589192473	0.3948361478538457
BOOST	12	16	10000	3	22	203379750	0	AMD	147507.31083109305	0.3864887925174458
BOOST	13	16	10000	3	22	193802064	0	AMD	154797.1129966913	0.37709446685769044
BOOST	14	16	10000	3	22	281039678	0	AMD	106746.49292759295	0.34285303657371824
BOOST	15	16	10000	3	22	254716523	0	AMD	117777.98961239746	0.3608561388850302
BOOST	16	16	10000	3	22	196224480	0	AMD	152886.12307699834	0.3816267878503232
BOOST	17	16	10000	3	22	204675191	0	AMD	146573.6997895363	0.39594752350811296
BOOST	18	16	10000	3	22	165277698	0	AMD	181512.69265621065	0.40494693966514467
BOOST	19	16	10000	3	22	2088950	0	AMD	14361281.98377175	0.07174992220972258
STMVE	1	16	10000	3	22	8054784	1	AMD	3724494.6605644547	0.6592350583206205
STMVE	2	16	10000	3	22	6697415	1	AMD	4479340.1633316735	0.6582547146921611
STMVE	3	16	10000	3	22	21788441	3022	AMD	1376876.849518513	0.24553551123735745
STMVE	4	16	10000	3	22	6864808	31	AMD	4370114.939849738	0.7894609725428592
STMVE	5	16	10000	3	22	7665560	40	AMD	3913608.399125439	0.6260390630299678
STMVE	6	16	10000	3	22	7559018	47	AMD	3968769.4883118416	0.550083754265435
STMVE	7	16	10000	3	22	8677294	27	AMD	3457299.0151077053	0.610199101240548
STMVE	8	16	10000	3	22	8652713	35	AMD	3467120.659150488	0.5360177784701745
STMVE	9	16	10000	3	22	8007574	31	AMD	3746453.045579098	0.6951393767950194
STMVE	10	16	10000	3	22	8487892	39	AMD	3534446.479761995	0.6555006826194301
STMVE	11	16	10000	3	22	36990048	0	AMD	811028.9556801873	0.14816658253592968
STMVE	12	16	10000	3	22	39534195	0	AMD	758836.7487943033	0.13432009934690714
STMVE	13	16	10000	3	22	38501140	0	AMD	779197.7068730951	0.1426786063997066
STMVE	14	16	10000	3	22	24423079	0	AMD	1228346.3522351133	0.2255484658588706
STMVE	15	16	10000	3	22	29418161	0	AMD	1019778.2247503507	0.18218497750420226
STMVE	16	16	10000	3	22	36624163	0	AMD	819131.3477935318	0.14750283849490292
STMVE	17	16	10000	3	22	33111463	0	AMD	906030.6396005516	0.16926105016863796
STMVE	18	16	10000	3	22	26981626	2769	AMD	1111867.7577103768	0.19016996974163086
STMVE	19	16	10000	3	22	1686514	22	AMD	17788171.340409864	0.1029182088022987
SEGME	1	16	10000	4	22	6985890	3	AMD	5725827.346265115	2.427663762240745
SEGME	2	16	10000	4	22	5738842	7267	AMD	6970047.267375544	1.8758601473955896
SEGME	3	16	10000	4	22	29165355985	1	AMD	1371.490202985088	0.0006036254112260581
SEGME	4	16	10000	4	22	12624181	9981	AMD	3168522.3778081127	2.4897233333394064
SEGME	5	16	10000	4	22	10053414	60	AMD	3978747.9158821073	3.4108084079696708
SEGME	6	16	10000	4	22	11919421	48	AMD	3355867.7053189077	3.1355842704104506
SEGME	7	16	10000	4	22	11817189	9984	AMD	3384899.7422314226	3.112751348903703
SEGME	8	16	10000	4	22	13192490	6474	AMD	3032028.0705158766	2.7073939794534616
SEGME	9	16	10000	4	22	11768459	48	AMD	3398915.6949095884	2.9645629049648727
SEGME	10	16	10000	4	22	10963597	52	AMD	3648437.643229681	3.026838363358303
SEGME	11	16	10000	4	22	29110758080	1	AMD	1374.0624648136954	0.0009020400268463226
SEGME	12	16	10000	4	22	107095041	272	AMD	373500.02041644487	0.2049341761772144
SEGME	13	16	10000	4	22	31173789540	14	AMD	1283.1292117589628	0.0006789798838168457
SEGME	14	16	10000	4	22	30355789070	0	AMD	1317.705822364248	0.0010351127400293272
SEGME	15	16	10000	4	22	103480763	140	AMD	386545.2750865395	0.29987234438926585
SEGME	16	16	10000	4	22	30553059501	29	AMD	1309.1978562307581	0.0005030990104116054
